CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID,MARK
KU-19-19,ATR_4,IAP,3.0,3.0,1.0,0.0,100.0,3.0,10.0,0.40279819,-69.13325,-1,ATR_4.IAP,TRAINSET
NCI-H1563,ATR_4,IAP,1.0,3.0,0.008942583,1.6688855,20.8751641,1.063995087,10.0,81.69941459,-17.27948,1,ATR_4.IAP,TRAINSET
NCI-H1793,ATR_4,IAP,3.0,3.0,3.0,0.4967513,33.59651426,1.279822119,2.3622443,51.72190716,26.53115,1,ATR_4.IAP,TRAINSET
NCI-H1975,ATR_4,IAP,3.0,3.0,3.0,0.1974857,38.33281283,1.74086465,1.2986975,60.03134191,-22.61271,1,ATR_4.IAP,TRAINSET
NCI-H226,ATR_4,IAP,3.0,3.0,0.0003,0.1129105,0.0,0.99983946,1.4319266,29.41746145,18.02491,1,ATR_4.IAP,TRAINSET
NCI-H2291,ATR_4,IAP,3.0,3.0,3.0,1.3749465,40.16573289,1.114289451,10.0,51.79758007,2.858895,1,ATR_4.IAP,TRAINSET
NCI-H358,ATR_4,IAP,3.0,3.0,0.000300027,6.7577082,89.64000002,3.0,2.5244243,47.20078136,25.45322,1,ATR_4.IAP,TRAINSET
NCI-H520,ATR_4,IAP,3.0,3.0,0.00476335,0.2488539,87.30378473,1.645977964,1.5052757,55.34145266,-5.013119,1,ATR_4.IAP,TRAINSET
NCI-H522,ATR_4,IAP,0.3,3.0,0.006931651,0.2931824,2.47869828,0.979009053,10.0,63.09949453,-1.666716,1,ATR_4.IAP,TRAINSET
NCI-H838,ATR_4,IAP,1.0,3.0,0.003962951,0.5498199,13.91413975,0.757096906,1.3433671,0.0,2.041987,1,ATR_4.IAP,TRAINSET
T-24,ATR_4,IAP,1.0,3.0,1.0,0.0,100.0,1.055625142,10.0,10.29733964,37.80441,-1,ATR_4.IAP,TRAINSET
UM-UC-3,ATR_4,IAP,0.03,3.0,0.00189671,1.6461259,71.34861892,1.019270289,10.0,56.89911658,30.93239,1,ATR_4.IAP,TRAINSET
VM-CUB-1,ATR_4,IAP,0.03,3.0,0.004590338,3.9737388,88.48113471,0.0003,0.1,89.55212505,-22.58671,1,ATR_4.IAP,TRAINSET
BT-474,BCL2L1,IAP,3.0,3.0,3.0,10.0,24.80047418,0.595863612,4.0989465,85.02013567,121.9394,-1,BCL2L1.IAP,TRAINSET
Calu-3,BCL2L1,IAP,1.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,57.90746,-1,BCL2L1.IAP,TRAINSET
Calu-6,BCL2L1,IAP,1.0,3.0,0.0001,0.1,49.42616098,0.017069104,1.5430734,69.50050453,62.02191,1,BCL2L1.IAP,TRAINSET
HCC1395,BCL2L1,IAP,3.0,3.0,0.116643726,10.0,33.73190764,1.0,0.0,100.0,12.01887,1,BCL2L1.IAP,TRAINSET
HCC1419,BCL2L1,IAP,3.0,3.0,3.0,0.1196593,29.26350377,0.057747631,1.1835097,73.3830879,62.42558,1,BCL2L1.IAP,TRAINSET
MDA-MB-361,BCL2L1,IAP,3.0,3.0,0.0003,0.1,74.98559845,0.077417673,2.9005077,68.86171678,51.3085,1,BCL2L1.IAP,TRAINSET
MDA-MB-453,BCL2L1,IAP,3.0,3.0,3.0,0.1402366,27.35181427,3.0,0.3477028,68.07874912,17.28719,1,BCL2L1.IAP,TRAINSET
NCI-H1299,BCL2L1,IAP,1.0,3.0,0.071951401,1.1644778,34.93677967,1.0,0.0,100.0,43.44764,1,BCL2L1.IAP,TRAINSET
NCI-H1437,BCL2L1,IAP,1.0,3.0,1.0,0.4196767,34.07536676,3.0,0.2687824,64.57176063,58.52006,1,BCL2L1.IAP,TRAINSET
NCI-H1563,BCL2L1,IAP,1.0,3.0,0.010605817,1.0435654,19.16343623,0.049309242,1.8635617,86.55124878,29.4293,1,BCL2L1.IAP,TRAINSET
NCI-H1703,BCL2L1,IAP,0.01,3.0,0.000481144,1.8191483,19.49257869,0.0003,0.1,89.17994467,25.72953,1,BCL2L1.IAP,TRAINSET
NCI-H1793,BCL2L1,IAP,3.0,3.0,3.0,0.4361631,48.54890891,3.0,0.4084174,9.02484449,52.07144,1,BCL2L1.IAP,TRAINSET
NCI-H1975,BCL2L1,IAP,3.0,3.0,3.0,0.2461276,48.24212347,1.005570827,0.7573348,60.3367977,27.41469,1,BCL2L1.IAP,TRAINSET
NCI-H2085,BCL2L1,IAP,3.0,3.0,0.895484294,0.3101454,0.0,0.180154953,1.5943138,75.21052194,31.90363,1,BCL2L1.IAP,TRAINSET
NCI-H2291,BCL2L1,IAP,3.0,3.0,1.167032028,10.0,80.09841882,0.094250109,10.0,30.26627834,93.26844,1,BCL2L1.IAP,TRAINSET
NCI-H23,BCL2L1,IAP,1.0,3.0,0.219144962,0.1464532,0.0,0.026892707,10.0,80.77499563,48.47307,1,BCL2L1.IAP,TRAINSET
NCI-H3122,BCL2L1,IAP,0.3,3.0,0.3,0.227464,71.04845095,0.042019295,1.6438364,77.05499616,48.75784,1,BCL2L1.IAP,TRAINSET
NCI-H358,BCL2L1,IAP,3.0,3.0,0.021423164,1.4039148,83.63325048,0.19245185,4.4106952,87.40993223,5.632736,1,BCL2L1.IAP,TRAINSET
NCI-H520,BCL2L1,IAP,3.0,3.0,0.0003,0.1,89.21722575,1.0,0.0,100.0,-26.52469,1,BCL2L1.IAP,TRAINSET
NCI-H838,BCL2L1,IAP,1.0,3.0,0.005939465,0.5840547,17.62679532,3.0,0.7003682,84.4858545,66.47357,1,BCL2L1.IAP,TRAINSET
T47D,BCL2L1,IAP,3.0,3.0,0.0003,0.1,69.54209281,0.133285358,0.1,69.93445545,37.3667,1,BCL2L1.IAP,TRAINSET
647-V,BCL2_BCL2L1,IAP,0.003,3.0,0.000605369,1.5531744,3.92557205,2.433265725,0.7178028,29.95022299,44.10317,1,BCL2_BCL2L1.IAP,TRAINSET
HT-1197,BCL2_BCL2L1,IAP,3.0,3.0,3.0,1.1182587,9.9207005,0.0003,0.1,78.85103811,76.29174,1,BCL2_BCL2L1.IAP,TRAINSET
HT-1376,BCL2_BCL2L1,IAP,3.0,3.0,0.014368226,0.1830279,0.0,3.0,0.8120729,20.76031242,34.45161,1,BCL2_BCL2L1.IAP,TRAINSET
J82,BCL2_BCL2L1,IAP,3.0,3.0,0.006849964,1.0118227,25.81527119,1.027975423,10.0,80.29953909,-21.11725,1,BCL2_BCL2L1.IAP,TRAINSET
KU-19-19,BCL2_BCL2L1,IAP,3.0,3.0,1.0,0.0,100.0,3.0,1.2514597,44.68627969,-119.3642,-1,BCL2_BCL2L1.IAP,TRAINSET
TCCSUP,BCL2_BCL2L1,IAP,0.03,3.0,0.008554531,0.272854,47.62339526,3.0,10.0,85.00031827,-42.77356,1,BCL2_BCL2L1.IAP,TRAINSET
C32,CHEK1,IAP,1.0,1.0,0.001645061,2.1373024,11.37463611,0.600844231,2.9125887,0.0,-1.498488,1,CHEK1.IAP,TRAINSET
COLO-205,CHEK1,IAP,1.0,1.0,1.0,0.2059264,41.52649208,0.308373373,1.3129921,0.0,-27.59417,1,CHEK1.IAP,TRAINSET
HCT-116,CHEK1,IAP,0.1,1.0,1.0,0.0,100.0,0.919199244,10.0,0.0,14.51519,-1,CHEK1.IAP,TRAINSET
HT-29,CHEK1,IAP,1.0,1.0,1.0,10.0,94.40032316,0.183518559,4.0586661,5.70494985,-9.153783,1,CHEK1.IAP,TRAINSET
NCI-H747,CHEK1,IAP,1.0,1.0,0.337432954,0.3689716,0.0,0.962263848,10.0,0.0,-82.2863,-1,CHEK1.IAP,TRAINSET
SW948,CHEK1,IAP,1.0,1.0,0.316797486,10.0,84.1998112,0.402907036,2.9062687,0.0,3.343275,-1,CHEK1.IAP,TRAINSET
Calu-3,Doxorubicin,IAP,1.0,0.01,1.0,0.0,100.0,0.003138547,10.0,56.29957893,-32.98206,-1,Doxorubicin.IAP,TRAINSET
Calu-6,Doxorubicin,IAP,1.0,0.3,0.0001,0.1,36.74959004,0.041908699,1.7037014,23.66927437,42.58561,1,Doxorubicin.IAP,TRAINSET
NCI-H1437,Doxorubicin,IAP,1.0,0.3,1.0,0.1486444,26.45050102,0.029629752,2.2133414,6.84071371,32.19862,1,Doxorubicin.IAP,TRAINSET
NCI-H1563,Doxorubicin,IAP,1.0,0.03,0.008407486,0.9474764,17.93701593,0.009924453,10.0,41.99898103,7.540647,1,Doxorubicin.IAP,TRAINSET
NCI-H1703,Doxorubicin,IAP,0.01,0.1,0.000440141,1.9300815,20.9081225,0.021745839,2.1511692,13.60502483,3.495408,1,Doxorubicin.IAP,TRAINSET
NCI-H1793,Doxorubicin,IAP,3.0,0.1,3.0,0.5032573,31.75384525,0.054294554,2.1883572,9.4618124,38.59413,1,Doxorubicin.IAP,TRAINSET
NCI-H2170,Doxorubicin,IAP,3.0,0.1,0.052064911,0.8087504,75.25475816,0.1,0.7344699,11.68191998,18.70155,1,Doxorubicin.IAP,TRAINSET
NCI-H226,Doxorubicin,IAP,3.0,0.03,0.0003,0.1,5.72548748,0.007950267,1.135588,1.09258855,21.94816,1,Doxorubicin.IAP,TRAINSET
NCI-H3122,Doxorubicin,IAP,0.3,0.1,0.003662837,1.9563882,73.11300078,0.014646718,2.0826849,7.10326608,19.6624,1,Doxorubicin.IAP,TRAINSET
NCI-H358,Doxorubicin,IAP,3.0,0.1,0.0003,0.1,75.11800569,0.020619066,2.0579931,20.69081727,16.59258,1,Doxorubicin.IAP,TRAINSET
NCI-H522,Doxorubicin,IAP,0.3,0.1,0.000602675,0.3946537,26.3893567,0.020758851,2.1681262,8.32714493,42.23113,1,Doxorubicin.IAP,TRAINSET
NCI-H838,Doxorubicin,IAP,1.0,0.1,0.005625938,0.7264771,18.8580451,0.020636367,2.8905836,6.71588625,8.5456,1,Doxorubicin.IAP,TRAINSET
C32,IAP,IGFR_3,10.0,1.0,10.0,1.8133225,28.52260219,0.000689373,1.2984082,8.09378469,-7.399541,1,IAP.IGFR_3,TRAINSET
COLO-205,IAP,IGFR_3,10.0,1.0,0.572456351,1.7427636,27.3172216,1.0,10.0,49.20009446,4.858052,1,IAP.IGFR_3,TRAINSET
HCT-116,IAP,IGFR_3,10.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,-61.72587,-1,IAP.IGFR_3,TRAINSET
SW48,IAP,IGFR_3,10.0,1.0,0.319963859,1.410558,33.83814692,0.0001,0.1,92.80586892,-38.6174,1,IAP.IGFR_3,TRAINSET
SW620,IAP,IGFR_3,3.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-5.997694,1,IAP.IGFR_3,TRAINSET
SW837,IAP,IGFR_3,10.0,1.0,4.635536298,0.5929405,57.52413476,0.061321616,1.3932695,83.74329739,16.60508,1,IAP.IGFR_3,TRAINSET
COLO-205,IAP,IGFR_4,10.0,1.0,0.213376074,1.0382958,4.76906169,1.0,0.5253279,46.1250358,11.25531,1,IAP.IGFR_4,TRAINSET
HCT-116,IAP,IGFR_4,10.0,0.1,10.0,10.0,4.60396561,0.002480184,10.0,88.3988371,-317.6475,-1,IAP.IGFR_4,TRAINSET
HT-29,IAP,IGFR_4,10.0,1.0,0.042611006,0.44095,0.0,1.0,10.0,93.80011124,-20.74053,1,IAP.IGFR_4,TRAINSET
SW620,IAP,IGFR_4,3.0,1.0,0.94374545,10.0,85.79984452,1.0,0.0,100.0,-1.773547,1,IAP.IGFR_4,TRAINSET
SW837,IAP,IGFR_4,10.0,1.0,0.94977387,0.672925,0.0,1.0,0.8050843,32.90983886,46.17249,1,IAP.IGFR_4,TRAINSET
SW948,IAP,IGFR_4,10.0,1.0,0.421382002,0.7211358,0.14612405,0.194423904,2.9279121,70.56331133,31.86629,1,IAP.IGFR_4,TRAINSET
HCT-116,IAP,JAK,3.0,0.1,2.915611041,10.0,0.0,1.0,0.0,100.0,-94.14444,-1,IAP.JAK,TRAINSET
HT-29,IAP,JAK,3.0,1.0,2.79237751,10.0,0.0,1.0,0.0,100.0,-4.91609,1,IAP.JAK,TRAINSET
LS-513,IAP,JAK,3.0,1.0,1.351010141,10.0,14.97083966,1.0,0.85381,83.21416351,-0.6685724,1,IAP.JAK,TRAINSET
RKO,IAP,JAK,3.0,1.0,2.914248423,10.0,0.0,0.017731706,1.4524726,83.21864086,-1.023761,1,IAP.JAK,TRAINSET
SW620,IAP,JAK,1.0,1.0,0.017664688,10.0,92.25252608,1.0,0.0,100.0,-4.53358,1,IAP.JAK,TRAINSET
SW948,IAP,JAK,3.0,1.0,1.155184377,10.0,16.29399588,0.118495872,10.0,83.19946366,-0.5452092,1,IAP.JAK,TRAINSET
COLO-205,IAP,Oxaliplatin,10.0,1.0,0.284066653,1.0523683,0.0,0.028987121,0.9522062,76.00650624,28.54097,1,IAP.Oxaliplatin,TRAINSET
HCT-116,IAP,Oxaliplatin,10.0,0.1,8.582876594,10.0,0.0,0.005952288,1.5575164,92.96088171,-154.7651,-1,IAP.Oxaliplatin,TRAINSET
HT-29,IAP,Oxaliplatin,10.0,1.0,2.673286217,1.3318918,0.0,0.332442897,2.8825298,81.8780568,11.12446,1,IAP.Oxaliplatin,TRAINSET
NCI-H747,IAP,Oxaliplatin,10.0,1.0,1.46814455,1.0857542,12.36943627,0.169039683,0.3328251,20.68338556,55.24217,1,IAP.Oxaliplatin,TRAINSET
RKO,IAP,Oxaliplatin,3.0,1.0,1.202934211,10.0,8.1901354,0.017961248,1.195272,84.11129696,60.55878,1,IAP.Oxaliplatin,TRAINSET
SW48,IAP,Oxaliplatin,3.0,1.0,0.194492864,0.9852865,0.46905782,0.0001,0.1,86.57916629,27.2476,1,IAP.Oxaliplatin,TRAINSET
BFTC-905,IAP,PARP1,3.0,3.0,3.0,1.4253937,46.17801758,0.0003,0.2670093,0.0,11.37035,1,IAP.PARP1,TRAINSET
COLO-205,IAP,PARP1,10.0,1.0,2.623462304,1.14432,0.0,1.0,0.7920568,37.27296011,14.81612,1,IAP.PARP1,TRAINSET
HCT-116,IAP,PARP1,10.0,0.1,0.11397105,10.0,0.0,1e-05,1.368599,12.9596392,-206.0,-1,IAP.PARP1,TRAINSET
HT-1376,IAP,PARP1,3.0,3.0,0.046716075,1.3757463,77.93191388,0.002596051,0.1777281,0.0,3.646937,1,IAP.PARP1,TRAINSET
KU-19-19,IAP,PARP1,3.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-93.82526,-1,IAP.PARP1,TRAINSET
LS-513,IAP,PARP1,10.0,1.0,5.48272507,1.7263295,43.13572346,0.328281638,10.0,90.99985599,-2.968035,1,IAP.PARP1,TRAINSET
NCI-H747,IAP,PARP1,10.0,1.0,1.704920372,0.5941127,28.79123263,0.79916182,0.2337676,0.0,20.63351,1,IAP.PARP1,TRAINSET
RKO,IAP,PARP1,10.0,1.0,4.123887254,10.0,42.29179174,0.009931242,1.0167467,83.40919344,68.72678,1,IAP.PARP1,TRAINSET
SW48,IAP,PARP1,10.0,1.0,6.993027404,1.3017379,0.0,0.00160259,0.4337952,88.26793153,-15.49609,1,IAP.PARP1,TRAINSET
SW620,IAP,PARP1,3.0,1.0,0.053954041,10.0,92.72207789,1.0,0.0,100.0,-10.45959,1,IAP.PARP1,TRAINSET
T-24,IAP,PARP1,3.0,1.0,3.0,10.0,20.6004741,1.0,10.0,81.60013203,53.85536,-1,IAP.PARP1,TRAINSET
TCCSUP,IAP,PARP1,3.0,0.03,3.0,0.9608741,37.68318239,0.03,0.1733121,42.3168312,65.03906,1,IAP.PARP1,TRAINSET
VM-CUB-1,IAP,PARP1,3.0,0.03,0.152387225,10.0,86.02177186,0.004546416,2.5400272,79.97381997,-7.196064,-3,IAP.PARP1,TRAINSET
Calu-3,IAP,PIK3C,3.0,1.0,3.0,10.0,56.60026441,1.0,0.0,100.0,-44.00508,-1,IAP.PIK3C,TRAINSET
COLO-205,IAP,PIK3C,10.0,1.0,0.936699158,1.3377297,8.66735622,0.031022572,10.0,72.89995731,27.19579,1,IAP.PIK3C,TRAINSET
DMS-114,IAP,PIK3C,3.0,3.0,1.129053461,0.8946761,0.0,3.0,0.5163862,29.64963469,-9.141138,1,IAP.PIK3C,TRAINSET
HCC1187,IAP,PIK3C,3.0,3.0,3.0,10.0,92.00130068,2.995269214,9.9999993,92.65943844,-37.31287,1,IAP.PIK3C,TRAINSET
HCT-116,IAP,PIK3C,3.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,-163.0885,-1,IAP.PIK3C,TRAINSET
HT-29,IAP,PIK3C,10.0,1.0,0.256178473,0.8706738,1.45854777,1.0,10.0,78.20012497,2.621549,1,IAP.PIK3C,TRAINSET
NCI-H1563,IAP,PIK3C,3.0,0.01,1.597929512,0.7803645,0.0,8.52e-05,1.4799525,4.41617826,12.20152,1,IAP.PIK3C,TRAINSET
NCI-H1793,IAP,PIK3C,3.0,3.0,0.653750903,0.9234251,1.80183464,3.0,0.4234064,41.72028632,26.44613,1,IAP.PIK3C,TRAINSET
NCI-H2085,IAP,PIK3C,3.0,3.0,0.42834446,2.1574112,21.53521296,0.823644287,0.2719324,0.0,27.64164,1,IAP.PIK3C,TRAINSET
NCI-H2170,IAP,PIK3C,3.0,3.0,0.290049723,1.0480843,36.26417178,3.0,0.2098245,61.25947653,16.68108,1,IAP.PIK3C,TRAINSET
NCI-H2291,IAP,PIK3C,3.0,3.0,0.349202295,1.3475569,43.55448029,3.0,10.0,47.20007459,-10.93406,1,IAP.PIK3C,TRAINSET
NCI-H3122,IAP,PIK3C,1.0,0.3,0.331228187,10.0,60.49931778,0.3,0.4244365,55.30878714,-18.68578,1,IAP.PIK3C,TRAINSET
NCI-H358,IAP,PIK3C,3.0,3.0,0.616998896,1.1705845,63.26403798,0.0003,0.1,82.56541709,5.12031,1,IAP.PIK3C,TRAINSET
NCI-H520,IAP,PIK3C,1.0,3.0,0.234328914,3.2657106,39.97939404,1.0,0.0,100.0,21.10739,1,IAP.PIK3C,TRAINSET
NCI-H838,IAP,PIK3C,3.0,1.0,0.805203357,0.910303,0.0,0.005650559,0.7783651,19.34712962,29.86598,1,IAP.PIK3C,TRAINSET
SW48,IAP,PIK3C,10.0,1.0,0.128089557,1.0413579,11.30269425,0.0001,0.1,82.28288813,-22.10678,1,IAP.PIK3C,TRAINSET
SW837,IAP,PIK3C,10.0,1.0,0.629974767,1.0864387,46.51173742,0.213341117,1.2868918,57.83080975,42.66763,1,IAP.PIK3C,TRAINSET
SW948,IAP,PIK3C,10.0,1.0,0.435275428,1.6734703,5.35029239,0.060761832,10.0,81.06056271,11.52239,1,IAP.PIK3C,TRAINSET
A549,IAP,PIK3CA_3,3.0,3.0,0.14631288,2.3612657,80.66629012,0.014602543,0.8125948,87.52531677,9.755133,1,IAP.PIK3CA_3,TRAINSET
Calu-3,IAP,PIK3CA_3,3.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-74.07757,-1,IAP.PIK3CA_3,TRAINSET
NCI-H1299,IAP,PIK3CA_3,3.0,1.0,1.171129698,10.0,60.19672795,0.061041121,0.830996,30.34553267,59.52634,1,IAP.PIK3CA_3,TRAINSET
NCI-H1703,IAP,PIK3CA_3,3.0,0.01,1.151281772,0.7950253,0.0,0.000528646,2.0501817,19.98044475,12.89416,1,IAP.PIK3CA_3,TRAINSET
NCI-H1793,IAP,PIK3CA_3,3.0,3.0,1.442200364,2.4313338,64.2446663,3.0,0.4794537,39.3913988,48.23978,1,IAP.PIK3CA_3,TRAINSET
NCI-H1975,IAP,PIK3CA_3,3.0,3.0,3.0,0.7707163,7.91594402,0.279866463,0.2403488,29.48012579,30.20235,1,IAP.PIK3CA_3,TRAINSET
NCI-H2170,IAP,PIK3CA_3,3.0,3.0,1.12728906,1.0790778,40.90621045,3.0,0.4145445,50.46257492,11.4357,1,IAP.PIK3CA_3,TRAINSET
NCI-H226,IAP,PIK3CA_3,3.0,3.0,3.0,0.4772015,7.20734585,0.0003,0.1489994,15.88533355,24.7168,1,IAP.PIK3CA_3,TRAINSET
NCI-H2291,IAP,PIK3CA_3,3.0,3.0,0.995698917,10.0,72.19949222,0.969016049,10.0,76.29964154,11.23007,1,IAP.PIK3CA_3,TRAINSET
NCI-H23,IAP,PIK3CA_3,3.0,1.0,3.0,0.785243,20.7673692,0.006788971,1.4636831,46.16671486,29.20975,1,IAP.PIK3CA_3,TRAINSET
NCI-H520,IAP,PIK3CA_3,3.0,3.0,0.952379265,10.0,83.69978359,1.0,0.0,100.0,12.91735,1,IAP.PIK3CA_3,TRAINSET
SW900,IAP,PIK3CA_3,3.0,3.0,3.0,0.5412492,35.42875985,0.456068874,0.1938179,0.0,36.19486,1,IAP.PIK3CA_3,TRAINSET
A549,IAP,PIK3CB,3.0,3.0,1.0,0.0,100.0,3.0,0.2087474,61.47458918,7.526779,1,IAP.PIK3CB,TRAINSET
Calu-3,IAP,PIK3CB,3.0,1.0,0.0003,0.1,92.9940187,1.0,0.0,100.0,-119.4051,-1,IAP.PIK3CB,TRAINSET
DMS-114,IAP,PIK3CB,3.0,3.0,3.0,0.3230612,68.00802719,3.0,0.6667964,27.23677032,0.7853992,1,IAP.PIK3CB,TRAINSET
HCT-116,IAP,PIK3CB,10.0,0.1,1.0,0.0,100.0,0.001708954,10.0,93.14955299,-88.12508,-1,IAP.PIK3CB,TRAINSET
HT-29,IAP,PIK3CB,10.0,1.0,1.0,0.0,100.0,1.0,10.0,80.40024814,-30.98399,1,IAP.PIK3CB,TRAINSET
LS-513,IAP,PIK3CB,10.0,1.0,10.0,10.0,43.6002123,0.300244786,2.812975,87.50063605,-8.846129,1,IAP.PIK3CB,TRAINSET
NCI-H1299,IAP,PIK3CB,3.0,1.0,1.081035273,1.6201776,77.50007341,0.063852628,1.1648789,32.07884183,37.87168,1,IAP.PIK3CB,TRAINSET
NCI-H1563,IAP,PIK3CB,3.0,1.0,3.0,0.2787486,0.05474952,0.010151257,1.1075175,15.96023992,43.20076,1,IAP.PIK3CB,TRAINSET
NCI-H1703,IAP,PIK3CB,3.0,0.01,1.599008234,0.5723131,0.0,0.000497233,1.9826368,18.31680807,6.628513,1,IAP.PIK3CB,TRAINSET
NCI-H2085,IAP,PIK3CB,0.03,3.0,0.004190971,1.0464435,53.05518809,0.598225849,0.4252381,12.39452516,27.3105,1,IAP.PIK3CB,TRAINSET
NCI-H2170,IAP,PIK3CB,3.0,3.0,3.0,0.3327288,64.6281062,3.0,0.4805591,47.6016227,10.56155,1,IAP.PIK3CB,TRAINSET
NCI-H226,IAP,PIK3CB,3.0,3.0,3.0,0.8690747,36.90021247,0.0003,0.1,12.92215099,35.57842,1,IAP.PIK3CB,TRAINSET
NCI-H2291,IAP,PIK3CB,3.0,3.0,3.0,0.3826393,63.6450859,3.0,10.0,52.80000695,6.385782,1,IAP.PIK3CB,TRAINSET
NCI-H522,IAP,PIK3CB,3.0,0.3,3.0,1.3473396,21.32548056,0.013557852,0.2998187,0.0,29.00382,1,IAP.PIK3CB,TRAINSET
RKO,IAP,PIK3CB,10.0,1.0,10.0,10.0,40.2000307,0.026881441,10.0,93.46646273,8.75349,1,IAP.PIK3CB,TRAINSET
SW620,IAP,PIK3CB,10.0,1.0,0.001002289,0.1,94.03647711,1.0,0.0,100.0,-10.22941,1,IAP.PIK3CB,TRAINSET
SW837,IAP,PIK3CB,10.0,1.0,1.132809296,0.6574268,84.17865345,0.20423205,2.1992969,73.00018608,5.737254,1,IAP.PIK3CB,TRAINSET
SW948,IAP,PIK3CB,10.0,1.0,2.012951491,10.0,91.42909532,0.832456849,1.2929697,39.63219468,-13.00104,-1,IAP.PIK3CB,TRAINSET
COLO-205,IAP,PTK2,3.0,1.0,0.505807039,1.9336665,0.0,1.0,0.4695847,51.47087129,48.58531,1,IAP.PTK2,TRAINSET
HCT-116,IAP,PTK2,3.0,0.1,0.032970329,10.0,0.0,1.01e-05,7.2221006,0.0,-206.0,-1,IAP.PTK2,TRAINSET
HT-29,IAP,PTK2,10.0,1.0,0.454887585,1.7972209,4.11247229,1.0,10.0,94.80002624,57.69479,1,IAP.PTK2,TRAINSET
NCI-H747,IAP,PTK2,3.0,1.0,0.396067446,1.5643898,21.30304872,0.006220492,0.3983897,48.44546905,49.03739,1,IAP.PTK2,TRAINSET
RKO,IAP,PTK2,3.0,1.0,0.554513496,2.9263628,4.07459438,0.01237373,0.7512735,81.26427602,50.71988,1,IAP.PTK2,TRAINSET
SW48,IAP,PTK2,1.0,1.0,0.288218006,1.5544156,6.23671009,0.006582714,1.0175076,87.89929585,0.9745206,1,IAP.PTK2,TRAINSET
C32,IAP,SN38,0.03,1.0,0.002109875,3.3233905,2.31499179,0.000112995,7.9788199,10.44,20.48231,1,IAP.SN38,TRAINSET
HCT-116,IAP,SN38,0.03,0.1,0.007778147,10.0,14.28783249,0.004353569,0.8550816,91.26413998,-44.40489,-1,IAP.SN38,TRAINSET
RKO,IAP,SN38,0.03,1.0,0.0024039,10.0,3.84683204,0.054684832,4.9623111,90.85335138,48.04435,1,IAP.SN38,TRAINSET
SW48,IAP,SN38,0.03,1.0,0.001801776,1.1309729,0.0,0.0001,0.1,79.42049069,6.202266,1,IAP.SN38,TRAINSET
SW837,IAP,SN38,0.03,1.0,0.002057426,1.658242,15.74780951,0.175301315,2.0644712,81.2903989,48.22027,1,IAP.SN38,TRAINSET
SW948,IAP,SN38,0.03,1.0,0.002960616,10.0,2.24972215,0.334384245,10.0,70.69946946,31.4461,1,IAP.SN38,TRAINSET
HT-1197,IAP,TNF,0.1,3.0,0.001140486,0.8913323,50.6797129,3.0,1.5807526,1.6728622,15.64838,1,IAP.TNF,TRAINSET
HT-1376,IAP,TNF,0.1,3.0,0.001752433,0.1,37.75427112,0.00267813,0.1915879,0.0,4.550227,1,IAP.TNF,TRAINSET
KATOIII,IAP,TNF,0.1,3.0,1.23e-05,0.1,50.84358665,0.013876776,0.9813306,53.92769257,134.1807,1,IAP.TNF,TRAINSET
KMS-11,IAP,TNF,0.1,3.0,0.1,1.7375781,67.91764998,1.0,0.0,100.0,0.7656868,1,IAP.TNF,TRAINSET
KU-19-19,IAP,TNF,0.1,3.0,0.00284485,9.0039561,94.16681661,1.0,0.0,100.0,-89.12169,-1,IAP.TNF,TRAINSET
MCF7,IAP,TNF,0.1,3.0,0.000811159,3.3012674,13.38474894,2.752368372,10.0,0.0,14.78239,-1,IAP.TNF,TRAINSET
NCI-H520,IAP,TNF,0.1,3.0,1.0,0.0,100.0,1.0,0.0,100.0,81.74721,-1,IAP.TNF,TRAINSET
NCI-SNU-16,IAP,TNF,0.1,3.0,0.004643747,0.767583,53.52589061,3.0,1.7210389,6.16115763,237.3764,1,IAP.TNF,TRAINSET
SW780,IAP,TNF,0.1,3.0,0.002914554,10.0,40.53317637,0.022429616,0.1194705,0.0,164.874,-2,IAP.TNF,TRAINSET
SW780,IAP,TNF,0.03,0.03,0.03,0.2076723,18.51090389,0.001771964,0.768588,48.35914734,25.07083,1,IAP.TNF,TRAINSET
T-24,IAP,TNF,0.03,1.0,0.010346875,10.0,92.29980852,0.61696833,0.7477258,66.82899393,116.4672,1,IAP.TNF,TRAINSET
TCCSUP,IAP,TNF,0.03,0.03,3e-06,0.1,88.95779847,0.000806127,0.4593252,65.50548137,49.08166,1,IAP.TNF,TRAINSET
UM-UC-3,IAP,TNF,0.03,0.03,0.03,0.1388606,42.69164385,0.002443332,1.5035209,65.23812005,128.0718,-3,IAP.TNF,TRAINSET
Calu-3,IAP,TOP2_2,0.1,1.0,0.029721324,10.0,50.69962664,1.0,0.0,100.0,-52.69984,-1,IAP.TOP2_2,TRAINSET
