CELL_LINE,COMBINATION_ID,OBSERVATION
HCC1143,FASN.MAP2K_1,18.10269
HCC1428,FASN.MAP2K_1,-7.004386
HCC1937,FASN.MAP2K_1,5.805401
HCC38,FASN.MAP2K_1,7.464531
Hs-578-T,FASN.MAP2K_1,15.77519
MDA-MB-157,FASN.MAP2K_1,7.279093
MDA-MB-231,FASN.MAP2K_1,24.94119
MDA-MB-436,FASN.MAP2K_1,-3.088848
MDA-MB-453,FASN.MAP2K_1,-36.42645
MFM-223,FASN.MAP2K_1,3.968367
BT-549,FASN.MTOR_1,17.66288
CAL-148,FASN.MTOR_1,-8.579723
CAL-51,FASN.MTOR_1,12.98182
HCC1143,FASN.MTOR_1,-60.91582
HCC1187,FASN.MTOR_1,-6.860539
HCC1395,FASN.MTOR_1,-0.7101762
HCC1428,FASN.MTOR_1,0.7984304
HCC38,FASN.MTOR_1,-9.105909
Hs-578-T,FASN.MTOR_1,7.24632
MDA-MB-157,FASN.MTOR_1,-0.2131888
MDA-MB-231,FASN.MTOR_1,-9.364899
M14,FASN.MTOR_1,-19.81054
BT-549,AKT.FGFR,37.32471
CAL-120,AKT.FGFR,3.156817
CAL-120,AKT.FGFR,3.006479
CAL-148,AKT.FGFR,-4.114951
CAL-51,AKT.FGFR,8.624525
CAMA-1,AKT.FGFR,-0.4255949
DMS-114,AKT.FGFR,15.5706
DU-4475,AKT.FGFR,12.5369
HCC1187,AKT.FGFR,10.52669
HCC1395,AKT.FGFR,45.50561
HCC1806,AKT.FGFR,-13.23412
HCC1937,AKT.FGFR,27.66968
HCC70,AKT.FGFR,-37.64971
Hs-578-T,AKT.FGFR,21.75473
KMS-11,AKT.FGFR,-52.52134
MDA-MB-453,AKT.FGFR,5.40904
MFM-223,AKT.FGFR,33.79264
M14,AKT.FGFR,-3.893005
SW780,AKT.FGFR,-27.33424
647-V,BCL2_BCL2L1.FGFR,-24.74415
DMS-114,BCL2_BCL2L1.FGFR,-12.82158
HT-1197,BCL2_BCL2L1.FGFR,-75.2447
HT-1376,BCL2_BCL2L1.FGFR,-93.65725
KATOIII,BCL2_BCL2L1.FGFR,-6.055594
KMS-11,BCL2_BCL2L1.FGFR,-47.19892
KU-19-19,BCL2_BCL2L1.FGFR,-11.91275
NCI-H520,BCL2_BCL2L1.FGFR,-30.33513
RT4,BCL2_BCL2L1.FGFR,41.82546
T-24,BCL2_BCL2L1.FGFR,7.704466
UM-UC-3,BCL2_BCL2L1.FGFR,-24.00446
CAMA-1,BCL2_BCL2L1_BCL2L2.FGFR,-17.2007
HCC1419,BCL2_BCL2L1_BCL2L2.FGFR,29.69523
KATOIII,BCL2_BCL2L1_BCL2L2.FGFR,6.634295
KMS-11,BCL2_BCL2L1_BCL2L2.FGFR,-58.33504
MDA-MB-175-VII,BCL2_BCL2L1_BCL2L2.FGFR,-115.3857
MDA-MB-361,BCL2_BCL2L1_BCL2L2.FGFR,-0.3315716
NCI-H520,BCL2_BCL2L1_BCL2L2.FGFR,-24.13237
NCI-SNU-16,BCL2_BCL2L1_BCL2L2.FGFR,9.711389
SW780,BCL2_BCL2L1_BCL2L2.FGFR,52.66815
UACC-812,BCL2_BCL2L1_BCL2L2.FGFR,8.120883
BT-474,Chloroquine.FGFR,-27.32585
CAMA-1,Chloroquine.FGFR,20.50806
DMS-114,Chloroquine.FGFR,-24.2455
HCC1419,Chloroquine.FGFR,-49.4068
KMS-11,Chloroquine.FGFR,-37.13512
MDA-MB-175-VII,Chloroquine.FGFR,-84.15572
MDA-MB-361,Chloroquine.FGFR,-5.803738
RT4,Chloroquine.FGFR,18.20052
SW780,Chloroquine.FGFR,-11.19588
T47D,Chloroquine.FGFR,0.8253902
UACC-812,Chloroquine.FGFR,-1.672017
CAL-120,ERBB.FGFR,86.10804
DMS-114,ERBB.FGFR,7.06391
NCI-H520,ERBB.FGFR,27.30015
RT4,ERBB.FGFR,220.3445
NCI-SNU-16,ERBB.FGFR,15.77256
CAL-148,FGFR.MTOR_1,3.410365
CAL-51,FGFR.MTOR_1,18.78778
DMS-114,FGFR.MTOR_1,7.986024
HCC1143,FGFR.MTOR_1,3.578846
HCC1187,FGFR.MTOR_1,3.211573
HCC1395,FGFR.MTOR_1,47.21145
HCC1428,FGFR.MTOR_1,-2.545934
HCC1937,FGFR.MTOR_1,4.230704
HCC70,FGFR.MTOR_1,-35.91419
Hs-578-T,FGFR.MTOR_1,21.52029
KMS-11,FGFR.MTOR_1,0.2484452
MCF7,FGFR.MTOR_1,14.21441
MDA-MB-157,FGFR.MTOR_1,39.65426
MDA-MB-231,FGFR.MTOR_1,18.34433
MDA-MB-453,FGFR.MTOR_1,11.81025
RT4,FGFR.MTOR_1,-18.80834
NCI-SNU-16,FGFR.MTOR_1,4.670391
M14,FGFR.MTOR_1,-42.73146
KATOIII,FGFR.MTOR_3,-6.632685
KMS-11,FGFR.MTOR_3,15.7095
MCF7,FGFR.MTOR_3,10.58274
MCF7,FGFR.MTOR_3,-15.5593
MDA-MB-175-VII,FGFR.MTOR_3,27.65837
NCI-H1703,FGFR.MTOR_3,8.901234
NCI-H520,FGFR.MTOR_3,78.08926
RT4,FGFR.MTOR_3,72.74892
NCI-SNU-16,FGFR.MTOR_3,-15.33537
SW780,FGFR.MTOR_3,-82.69599
T47D,FGFR.MTOR_3,-27.67313
UACC-812,FGFR.MTOR_3,-28.19635
CAL-120,FGFR.PIK3C_MTOR,4.902747
DMS-114,FGFR.PIK3C_MTOR,-43.92558
HCC1500,FGFR.PIK3C_MTOR,38.96104
KATOIII,FGFR.PIK3C_MTOR,20.0893
MCF7,FGFR.PIK3C_MTOR,8.495394
MCF7,FGFR.PIK3C_MTOR,-89.69744
MDA-MB-175-VII,FGFR.PIK3C_MTOR,-58.39898
MDA-MB-361,FGFR.PIK3C_MTOR,2.826144
RT4,FGFR.PIK3C_MTOR,37.25778
NCI-SNU-16,FGFR.PIK3C_MTOR,17.64808
SW780,FGFR.PIK3C_MTOR,-109.8353
UACC-812,FGFR.PIK3C_MTOR,-1.502173
BT-474,FGFR.Proteasome_2,0.03930111
DMS-114,FGFR.Proteasome_2,-23.64164
KMS-11,FGFR.Proteasome_2,-15.55902
MCF7,FGFR.Proteasome_2,4.365294
MCF7,FGFR.Proteasome_2,-2.983597
MDA-MB-175-VII,FGFR.Proteasome_2,6.911937
MDA-MB-361,FGFR.Proteasome_2,-10.20944
NCI-H520,FGFR.Proteasome_2,4.850328
NCI-SNU-16,FGFR.Proteasome_2,-10.7516
SW780,FGFR.Proteasome_2,-62.13382
UACC-812,FGFR.Proteasome_2,4.402312
KATOIII,FGFR.WNT,3.94674
KMS-11,FGFR.WNT,-18.08964
MCF7,FGFR.WNT,-7.763957
NCI-H520,FGFR.WNT,31.17159
SW780,FGFR.WNT,21.28395
J82,ATM.Gemcitabine,-0.04571745
KU-19-19,ATM.Gemcitabine,5.381046
SW780,ATM.Gemcitabine,2.635467
T-24,ATM.Gemcitabine,27.85968
TCCSUP,ATM.Gemcitabine,16.46099
VM-CUB-1,ATM.Gemcitabine,15.26292
647-V,BCL2_BCL2L1.Gemcitabine,9.388698
BFTC-905,BCL2_BCL2L1.Gemcitabine,8.731306
HT-1376,BCL2_BCL2L1.Gemcitabine,-45.04011
J82,BCL2_BCL2L1.Gemcitabine,11.72054
T-24,BCL2_BCL2L1.Gemcitabine,-1.530253
UM-UC-3,BCL2_BCL2L1.Gemcitabine,20.64784
BFTC-905,ERBB.Gemcitabine,-1.628266
HT-1197,ERBB.Gemcitabine,-2.978066
HT-1376,ERBB.Gemcitabine,-24.99259
J82,ERBB.Gemcitabine,-2.78077
SW780,ERBB.Gemcitabine,-3.95483
T-24,ERBB.Gemcitabine,10.29316
BFTC-905,Gemcitabine.PARP1,0.9178461
HT-1197,Gemcitabine.PARP1,4.000516
HT-1376,Gemcitabine.PARP1,3.237665
J82,Gemcitabine.PARP1,-5.533376
KU-19-19,Gemcitabine.PARP1,6.446547
UM-UC-3,Gemcitabine.PARP1,-1.447185
647-V,ATR_4.HDAC_4,-19.95509
HT-1197,ATR_4.HDAC_4,-14.79173
HT-1376,ATR_4.HDAC_4,-47.11859
T-24,ATR_4.HDAC_4,-33.44685
TCCSUP,ATR_4.HDAC_4,9.202446
VM-CUB-1,ATR_4.HDAC_4,-42.2145
HT-1376,HDAC_4.PARP1,-5.843584
J82,HDAC_4.PARP1,15.32469
KU-19-19,HDAC_4.PARP1,-2.60927
T-24,HDAC_4.PARP1,-16.14572
TCCSUP,HDAC_4.PARP1,26.04315
UM-UC-3,HDAC_4.PARP1,11.96227
VM-CUB-1,HDAC_4.PARP1,-11.05425
647-V,HSP90.PARP1,21.63577
BFTC-905,HSP90.PARP1,17.14019
HT-1376,HSP90.PARP1,-1.116707
J82,HSP90.PARP1,28.8805
KU-19-19,HSP90.PARP1,0.3932491
SW780,HSP90.PARP1,13.03962
T-24,HSP90.PARP1,7.53797
VM-CUB-1,HSP90.PARP1,-20.94756
647-V,ATR_4.IAP,32.43808
BFTC-905,ATR_4.IAP,0.1430406
Calu-3,ATR_4.IAP,-65.93941
DMS-114,ATR_4.IAP,27.14271
HT-1197,ATR_4.IAP,21.26834
HT-1376,ATR_4.IAP,4.55246
KU-19-19,ATR_4.IAP,-69.13325
NCI-H1563,ATR_4.IAP,-17.27948
NCI-H1793,ATR_4.IAP,26.53115
NCI-H1975,ATR_4.IAP,-22.61271
NCI-H226,ATR_4.IAP,18.02491
NCI-H2291,ATR_4.IAP,2.858895
NCI-H358,ATR_4.IAP,25.45322
NCI-H520,ATR_4.IAP,-5.013119
NCI-H522,ATR_4.IAP,-1.666716
NCI-H838,ATR_4.IAP,2.041987
T-24,ATR_4.IAP,37.80441
UM-UC-3,ATR_4.IAP,30.93239
VM-CUB-1,ATR_4.IAP,-22.58671
BT-474,BCL2L1.IAP,121.9394
Calu-3,BCL2L1.IAP,57.90746
Calu-6,BCL2L1.IAP,62.02191
HCC1395,BCL2L1.IAP,12.01887
HCC1419,BCL2L1.IAP,62.42558
MDA-MB-361,BCL2L1.IAP,51.3085
MDA-MB-453,BCL2L1.IAP,17.28719
NCI-H1299,BCL2L1.IAP,43.44764
NCI-H1437,BCL2L1.IAP,58.52006
NCI-H1563,BCL2L1.IAP,29.4293
NCI-H1703,BCL2L1.IAP,25.72953
NCI-H1793,BCL2L1.IAP,52.07144
NCI-H1975,BCL2L1.IAP,27.41469
NCI-H2085,BCL2L1.IAP,31.90363
NCI-H2291,BCL2L1.IAP,93.26844
NCI-H23,BCL2L1.IAP,48.47307
NCI-H3122,BCL2L1.IAP,48.75784
NCI-H358,BCL2L1.IAP,5.632736
NCI-H520,BCL2L1.IAP,-26.52469
NCI-H838,BCL2L1.IAP,66.47357
T47D,BCL2L1.IAP,37.3667
647-V,BCL2_BCL2L1.IAP,44.10317
HT-1197,BCL2_BCL2L1.IAP,76.29174
HT-1376,BCL2_BCL2L1.IAP,34.45161
J82,BCL2_BCL2L1.IAP,-21.11725
KU-19-19,BCL2_BCL2L1.IAP,-119.3642
TCCSUP,BCL2_BCL2L1.IAP,-42.77356
C32,CHEK1.IAP,-1.498488
COLO-205,CHEK1.IAP,-27.59417
HCT-116,CHEK1.IAP,14.51519
HT-29,CHEK1.IAP,-9.153783
NCI-H747,CHEK1.IAP,-82.2863
SW948,CHEK1.IAP,3.343275
Calu-3,Doxorubicin.IAP,-32.98206
Calu-6,Doxorubicin.IAP,42.58561
NCI-H1437,Doxorubicin.IAP,32.19862
NCI-H1563,Doxorubicin.IAP,7.540647
NCI-H1703,Doxorubicin.IAP,3.495408
NCI-H1793,Doxorubicin.IAP,38.59413
NCI-H2170,Doxorubicin.IAP,18.70155
NCI-H226,Doxorubicin.IAP,21.94816
NCI-H3122,Doxorubicin.IAP,19.6624
NCI-H358,Doxorubicin.IAP,16.59258
NCI-H522,Doxorubicin.IAP,42.23113
NCI-H838,Doxorubicin.IAP,8.5456
C32,IAP.IGFR_3,-7.399541
COLO-205,IAP.IGFR_3,4.858052
HCT-116,IAP.IGFR_3,-61.72587
SW48,IAP.IGFR_3,-38.6174
SW620,IAP.IGFR_3,-5.997694
SW837,IAP.IGFR_3,16.60508
COLO-205,IAP.IGFR_4,11.25531
HCT-116,IAP.IGFR_4,-317.6475
HT-29,IAP.IGFR_4,-20.74053
SW620,IAP.IGFR_4,-1.773547
SW837,IAP.IGFR_4,46.17249
SW948,IAP.IGFR_4,31.86629
HCT-116,IAP.JAK,-94.14444
HT-29,IAP.JAK,-4.91609
LS-513,IAP.JAK,-0.6685724
RKO,IAP.JAK,-1.023761
SW620,IAP.JAK,-4.53358
SW948,IAP.JAK,-0.5452092
COLO-205,IAP.Oxaliplatin,28.54097
HCT-116,IAP.Oxaliplatin,-154.7651
HT-29,IAP.Oxaliplatin,11.12446
NCI-H747,IAP.Oxaliplatin,55.24217
RKO,IAP.Oxaliplatin,60.55878
SW48,IAP.Oxaliplatin,27.2476
BFTC-905,IAP.PARP1,11.37035
COLO-205,IAP.PARP1,14.81612
HCT-116,IAP.PARP1,1198.91
HT-1376,IAP.PARP1,3.646937
KU-19-19,IAP.PARP1,-93.82526
LS-513,IAP.PARP1,-2.968035
NCI-H747,IAP.PARP1,20.63351
RKO,IAP.PARP1,68.72678
SW48,IAP.PARP1,-15.49609
SW620,IAP.PARP1,-10.45959
T-24,IAP.PARP1,53.85536
TCCSUP,IAP.PARP1,65.03906
VM-CUB-1,IAP.PARP1,-7.196064
Calu-3,IAP.PIK3C,-44.00508
COLO-205,IAP.PIK3C,27.19579
DMS-114,IAP.PIK3C,-9.141138
HCC1187,IAP.PIK3C,-37.31287
HCT-116,IAP.PIK3C,-163.0885
HT-29,IAP.PIK3C,2.621549
NCI-H1563,IAP.PIK3C,12.20152
NCI-H1793,IAP.PIK3C,26.44613
NCI-H2085,IAP.PIK3C,27.64164
NCI-H2170,IAP.PIK3C,16.68108
NCI-H2291,IAP.PIK3C,-10.93406
NCI-H3122,IAP.PIK3C,-18.68578
NCI-H358,IAP.PIK3C,5.12031
NCI-H520,IAP.PIK3C,21.10739
NCI-H838,IAP.PIK3C,29.86598
SW48,IAP.PIK3C,-22.10678
SW837,IAP.PIK3C,42.66763
SW948,IAP.PIK3C,11.52239
A549,IAP.PIK3CA_3,9.755133
Calu-3,IAP.PIK3CA_3,-74.07757
NCI-H1299,IAP.PIK3CA_3,59.52634
NCI-H1703,IAP.PIK3CA_3,12.89416
NCI-H1793,IAP.PIK3CA_3,48.23978
NCI-H1975,IAP.PIK3CA_3,30.20235
NCI-H2170,IAP.PIK3CA_3,11.4357
NCI-H226,IAP.PIK3CA_3,24.7168
NCI-H2291,IAP.PIK3CA_3,11.23007
NCI-H23,IAP.PIK3CA_3,29.20975
NCI-H520,IAP.PIK3CA_3,12.91735
SW900,IAP.PIK3CA_3,36.19486
A549,IAP.PIK3CB,7.526779
Calu-3,IAP.PIK3CB,-119.4051
DMS-114,IAP.PIK3CB,0.7853992
HCT-116,IAP.PIK3CB,-88.12508
HT-29,IAP.PIK3CB,-30.98399
LS-513,IAP.PIK3CB,-8.846129
NCI-H1299,IAP.PIK3CB,37.87168
NCI-H1563,IAP.PIK3CB,43.20076
NCI-H1703,IAP.PIK3CB,6.628513
NCI-H2085,IAP.PIK3CB,27.3105
NCI-H2170,IAP.PIK3CB,10.56155
NCI-H226,IAP.PIK3CB,35.57842
NCI-H2291,IAP.PIK3CB,6.385782
NCI-H522,IAP.PIK3CB,29.00382
RKO,IAP.PIK3CB,8.75349
SW620,IAP.PIK3CB,-10.22941
SW837,IAP.PIK3CB,5.737254
SW948,IAP.PIK3CB,-13.00104
COLO-205,IAP.PTK2,48.58531
HCT-116,IAP.PTK2,6737.175
HT-29,IAP.PTK2,57.69479
NCI-H747,IAP.PTK2,49.03739
RKO,IAP.PTK2,50.71988
SW48,IAP.PTK2,0.9745206
C32,IAP.SN38,20.48231
HCT-116,IAP.SN38,-44.40489
RKO,IAP.SN38,48.04435
SW48,IAP.SN38,6.202266
SW837,IAP.SN38,48.22027
SW948,IAP.SN38,31.4461
HT-1197,IAP.TNF,15.64838
HT-1376,IAP.TNF,4.550227
KATOIII,IAP.TNF,134.1807
KMS-11,IAP.TNF,0.7656868
KU-19-19,IAP.TNF,-89.12169
MCF7,IAP.TNF,14.78239
NCI-H520,IAP.TNF,81.74721
NCI-SNU-16,IAP.TNF,237.3764
SW780,IAP.TNF,164.874
SW780,IAP.TNF,25.07083
T-24,IAP.TNF,116.4672
TCCSUP,IAP.TNF,49.08166
UM-UC-3,IAP.TNF,128.0718
Calu-3,IAP.TOP2_2,-52.69984
Calu-6,IAP.TOP2_2,48.77588
NCI-H1437,IAP.TOP2_2,43.32659
NCI-H1563,IAP.TOP2_2,2.656894
NCI-H1703,IAP.TOP2_2,6.339869
NCI-H2085,IAP.TOP2_2,23.87985
NCI-H2170,IAP.TOP2_2,24.07999
NCI-H226,IAP.TOP2_2,35.09351
NCI-H2291,IAP.TOP2_2,9.961978
NCI-H23,IAP.TOP2_2,34.77333
NCI-H358,IAP.TOP2_2,15.84934
NCI-H838,IAP.TOP2_2,15.98954
Calu-3,IAP.Topotecan,-22.20639
Calu-6,IAP.Topotecan,46.49813
DMS-114,IAP.Topotecan,7.786225
NCI-H1793,IAP.Topotecan,43.74522
NCI-H2170,IAP.Topotecan,16.02889
NCI-H2291,IAP.Topotecan,7.968084
NCI-H23,IAP.Topotecan,14.10377
NCI-H3122,IAP.Topotecan,17.00553
NCI-H358,IAP.Topotecan,32.78066
NCI-H520,IAP.Topotecan,17.98231
NCI-H522,IAP.Topotecan,37.86462
NCI-H838,IAP.Topotecan,36.29228
Calu-3,IAP.Vinorelbine,-90.08571
NCI-H1563,IAP.Vinorelbine,4.970321
NCI-H1703,IAP.Vinorelbine,8.707077
NCI-H1975,IAP.Vinorelbine,0.240729
NCI-H2170,IAP.Vinorelbine,35.43825
NCI-H2228,IAP.Vinorelbine,31.61591
NCI-H226,IAP.Vinorelbine,35.226
NCI-H2291,IAP.Vinorelbine,13.45881
NCI-H23,IAP.Vinorelbine,25.38014
NCI-H3122,IAP.Vinorelbine,20.19474
NCI-H520,IAP.Vinorelbine,8.014827
SW900,IAP.Vinorelbine,50.3246
HCT-116,JAK.MTOR,-165.1961
RKO,JAK.MTOR,-16.49354
SW48,JAK.MTOR,-18.87313
SW620,JAK.MTOR,-4.735825
SW837,JAK.MTOR,-17.85627
SW948,JAK.MTOR,-31.07631
BFTC-905,ATR_4.MAP2K_1,-25.50691
HT-1197,ATR_4.MAP2K_1,-0.5817202
KU-19-19,ATR_4.MAP2K_1,-67.00727
UM-UC-3,ATR_4.MAP2K_1,-10.43963
647-V,BCL2_BCL2L1.MAP2K_1,25.703
HT-1197,BCL2_BCL2L1.MAP2K_1,1.756911
KU-19-19,BCL2_BCL2L1.MAP2K_1,-19.18569
SW780,BCL2_BCL2L1.MAP2K_1,57.32646
T-24,BCL2_BCL2L1.MAP2K_1,-11.02539
TCCSUP,BCL2_BCL2L1.MAP2K_1,-9.472862
UM-UC-3,BCL2_BCL2L1.MAP2K_1,-16.08685
A549,BRAF_M.MAP2K_1,-26.34301
Calu-3,BRAF_M.MAP2K_1,-13.99233
Calu-6,BRAF_M.MAP2K_1,-76.90679
COLO-205,BRAF_M.MAP2K_1,26.63412
DMS-114,BRAF_M.MAP2K_1,-3.271674
HCT-116,BRAF_M.MAP2K_1,-70.72998
HT-29,BRAF_M.MAP2K_1,21.27462
LS-513,BRAF_M.MAP2K_1,-42.59749
NCI-H1703,BRAF_M.MAP2K_1,21.76308
NCI-H1975,BRAF_M.MAP2K_1,-5.738417
NCI-H2228,BRAF_M.MAP2K_1,1.512657
NCI-H226,BRAF_M.MAP2K_1,46.08304
NCI-H2291,BRAF_M.MAP2K_1,-30.39527
NCI-H358,BRAF_M.MAP2K_1,-54.31322
SW48,BRAF_M.MAP2K_1,-38.4202
SW620,BRAF_M.MAP2K_1,-117.9091
SW837,BRAF_M.MAP2K_1,29.66748
SW948,BRAF_M.MAP2K_1,-98.43799
A549,BRAF_M2.MAP2K_1,112.3072
Calu-3,BRAF_M2.MAP2K_1,57.72629
COLO-205,BRAF_M2.MAP2K_1,54.02718
NCI-H747,BRAF_M2.MAP2K_1,18.31925
HT-29,BRAF_M2.MAP2K_1,72.61664
LS-513,BRAF_M2.MAP2K_1,57.98544
NCI-H1437,BRAF_M2.MAP2K_1,11.02952
NCI-H1703,BRAF_M2.MAP2K_1,11.00185
NCI-H2085,BRAF_M2.MAP2K_1,28.28184
NCI-H2170,BRAF_M2.MAP2K_1,30.5355
NCI-H2228,BRAF_M2.MAP2K_1,75.0193
NCI-H3122,BRAF_M2.MAP2K_1,110.5551
NCI-H838,BRAF_M2.MAP2K_1,60.77705
RKO,BRAF_M2.MAP2K_1,134.7897
SW620,BRAF_M2.MAP2K_1,62.90719
SW837,BRAF_M2.MAP2K_1,80.45503
SW948,BRAF_M2.MAP2K_1,44.25163
BFTC-905,HSP90.MAP2K_1,35.24843
CAMA-1,HSP90.MAP2K_1,0.293369
HCC1419,HSP90.MAP2K_1,5.856948
HCC1500,HSP90.MAP2K_1,24.67497
HT-1376,HSP90.MAP2K_1,9.661712
J82,HSP90.MAP2K_1,13.75687
KU-19-19,HSP90.MAP2K_1,22.13687
MCF7,HSP90.MAP2K_1,15.11293
MDA-MB-361,HSP90.MAP2K_1,-0.9397268
SW780,HSP90.MAP2K_1,26.17331
UACC-812,HSP90.MAP2K_1,63.52179
UM-UC-3,HSP90.MAP2K_1,6.221262
VM-CUB-1,HSP90.MAP2K_1,20.60828
C32,IGFR_3.MAP2K_1,-5.643498
HCT-116,IGFR_3.MAP2K_1,-588.2207
LS-513,IGFR_3.MAP2K_1,24.84664
RKO,IGFR_3.MAP2K_1,35.86891
SW620,IGFR_3.MAP2K_1,73.42558
SW837,IGFR_3.MAP2K_1,27.49451
C32,IGFR_4.MAP2K_1,5.074641
HCT-116,IGFR_4.MAP2K_1,-330.2374
LS-513,IGFR_4.MAP2K_1,10.56
RKO,IGFR_4.MAP2K_1,23.57056
SW837,IGFR_4.MAP2K_1,26.3871
SW948,IGFR_4.MAP2K_1,49.82728
BT-20,MAP2K_1.MTOR_1,41.27628
BT-474,MAP2K_1.MTOR_1,-6.855216
HCC1187,MAP2K_1.MTOR_1,35.67651
HCC1395,MAP2K_1.MTOR_1,-27.21596
HCC1569,MAP2K_1.MTOR_1,-20.12337
HCC70,MAP2K_1.MTOR_1,-6.630298
MDA-MB-157,MAP2K_1.MTOR_1,42.19433
MDA-MB-453,MAP2K_1.MTOR_1,4.862411
MDA-MB-468,MAP2K_1.MTOR_1,-14.24939
T47D,MAP2K_1.MTOR_1,35.50456
BT-20,MAP2K_1.PIK3C,52.52023
C32,MAP2K_1.PIK3C,65.79356
COLO-205,MAP2K_1.PIK3C,44.43416
HCC1187,MAP2K_1.PIK3C,27.39164
HCC1187,MAP2K_1.PIK3C,-23.66909
HCC1395,MAP2K_1.PIK3C,44.04867
HCC1954,MAP2K_1.PIK3C,24.47396
HCT-116,MAP2K_1.PIK3C,-310.7436
HT-29,MAP2K_1.PIK3C,63.35664
MDA-MB-361,MAP2K_1.PIK3C,27.84563
MDA-MB-415,MAP2K_1.PIK3C,-28.46768
MDA-MB-453,MAP2K_1.PIK3C,12.08049
MDA-MB-468,MAP2K_1.PIK3C,52.91752
SW48,MAP2K_1.PIK3C,46.57632
SW620,MAP2K_1.PIK3C,28.905
SW837,MAP2K_1.PIK3C,57.38142
T47D,MAP2K_1.PIK3C,28.28921
647-V,MAP2K_1.PIM1,24.60826
BFTC-905,MAP2K_1.PIM1,32.70071
KU-19-19,MAP2K_1.PIM1,-59.5444
SW780,MAP2K_1.PIM1,-2.753958
T-24,MAP2K_1.PIM1,5.013978
VM-CUB-1,MAP2K_1.PIM1,-42.17625
COLO-205,MAP2K_1.PTK2,13.48129
HCT-116,MAP2K_1.PTK2,-364.0594
HT-29,MAP2K_1.PTK2,2.434542
LS-513,MAP2K_1.PTK2,18.32364
SW620,MAP2K_1.PTK2,5.172644
SW948,MAP2K_1.PTK2,19.80967
C32,MAP2K_1.TKI,26.51374
HCT-116,MAP2K_1.TKI,-463.7951
HT-29,MAP2K_1.TKI,65.47378
NCI-H747,MAP2K_1.TKI,26.29952
SW48,MAP2K_1.TKI,69.31692
SW837,MAP2K_1.TKI,51.43114
CAMA-1,MAP2K_3.PIK3C,-20.02647
EVSA-T,MAP2K_3.PIK3C,0.6454424
HCC1187,MAP2K_3.PIK3C,50.61146
HCC1395,MAP2K_3.PIK3C,25.35105
HCC1569,MAP2K_3.PIK3C,-14.28021
HCC70,MAP2K_3.PIK3C,83.41135
MDA-MB-453,MAP2K_3.PIK3C,-46.61906
MDA-MB-468,MAP2K_3.PIK3C,13.03987
T47D,MAP2K_3.PIK3C,16.93655
Calu-6,ALK.MTOR_1,-122.6916
DMS-114,ALK.MTOR_1,28.55891
NCI-H1299,ALK.MTOR_1,33.92858
NCI-H1703,ALK.MTOR_1,-6.903505
NCI-H1975,ALK.MTOR_1,6.614022
NCI-H2085,ALK.MTOR_1,1.119112
NCI-H2170,ALK.MTOR_1,-0.6374524
NCI-H2228,ALK.MTOR_1,13.62244
NCI-H226,ALK.MTOR_1,26.91264
NCI-H23,ALK.MTOR_1,31.80285
NCI-H3122,ALK.MTOR_1,26.15859
NCI-H358,ALK.MTOR_1,33.00217
NCI-H838,ALK.MTOR_1,56.10523
A549,ALK_2.MTOR_1,75.93458
Calu-6,ALK_2.MTOR_1,-131.9163
DMS-114,ALK_2.MTOR_1,60.93739
NCI-H1437,ALK_2.MTOR_1,59.67383
NCI-H1975,ALK_2.MTOR_1,42.1773
NCI-H2228,ALK_2.MTOR_1,23.83431
NCI-H226,ALK_2.MTOR_1,43.55755
NCI-H23,ALK_2.MTOR_1,57.50511
NCI-H358,ALK_2.MTOR_1,52.32034
NCI-H520,ALK_2.MTOR_1,14.85942
SW900,ALK_2.MTOR_1,56.77943
HT-1197,ATR_4.MTOR_1,-11.3501
HT-1376,ATR_4.MTOR_1,-44.8147
J82,ATR_4.MTOR_1,-20.56418
KU-19-19,ATR_4.MTOR_1,-59.65656
SW780,ATR_4.MTOR_1,-27.78317
UM-UC-3,ATR_4.MTOR_1,-20.82109
VM-CUB-1,ATR_4.MTOR_1,-87.89844
647-V,ERBB.MTOR_1,35.98297
HT-1197,ERBB.MTOR_1,-11.10421
KU-19-19,ERBB.MTOR_1,-90.80689
SW780,ERBB.MTOR_1,-31.22269
T-24,ERBB.MTOR_1,-8.487045
TCCSUP,ERBB.MTOR_1,23.59868
BT-474,ESR1_1.MTOR_1,66.76868
HCC1500,ESR1_1.MTOR_1,12.50417
MDA-MB-175-VII,ESR1_1.MTOR_1,-65.49806
MDA-MB-361,ESR1_1.MTOR_1,36.65196
T47D,ESR1_1.MTOR_1,-5.958732
BT-474,ESR1_3.MTOR_1,17.28562
CAMA-1,ESR1_3.MTOR_1,5.519751
HCC1500,ESR1_3.MTOR_1,25.79427
MCF7,ESR1_3.MTOR_1,14.37281
MDA-MB-175-VII,ESR1_3.MTOR_1,-118.5994
MDA-MB-361,ESR1_3.MTOR_1,39.45437
BFTC-905,FGFR.MTOR_1,8.128824
HT-1197,FGFR.MTOR_1,-15.47986
J82,FGFR.MTOR_1,21.13484
KU-19-19,FGFR.MTOR_1,-65.80464
T-24,FGFR.MTOR_1,-36.61454
VM-CUB-1,FGFR.MTOR_1,3.76196
647-V,MAP2K_1.MTOR_1,27.30535
BFTC-905,MAP2K_1.MTOR_1,35.94197
BT-20,MAP2K_1.MTOR_1,28.08716
HCC1187,MAP2K_1.MTOR_1,-0.1735897
HCC1395,MAP2K_1.MTOR_1,24.11012
