CELL_LINE,COMBINATION_ID,SYNERGY_SCORE,PREDICTION,ERROR,ERROR_NORM
BT-549,EGFR.MAP2K_1,-5.554851,0.471090196708,-6.02594119671,1.08480699063
BT-474,BCL2L1.IAP,121.9394,63.1575300536,58.7818699464,0.482058054627
BT-549,ADAM17.PIK3CB_PIK3CD,3.480756,0.435163308015,3.04559269199,0.874980231876
NCI-H358,BRAF_M2.MAP2K_1,125.5359,41.6573496844,83.8785503156,0.668163850465
CAL-51,BCL2_BCL2L1.FGFR,4.53158,-16.8209151994,21.3524951994,4.71193164402
HCC1954,ATR_4.CarboTaxol,-36.58125,-38.4273358125,1.8460858125,-0.0504653562276
LS-513,MAP2K_1.TKI,75.74455,24.873343978,50.871206022,0.671615397042
BT-20,ADAM17.AKT,29.54039,13.261462298,16.278927702,0.551073553938
NCI-H522,Carboplatin.CSNK2A1_2,20.15778,16.4839679096,3.6738120904,0.182252812085
NCI-H226,BCL2.CarboTaxol,12.85776,36.0528916832,-23.1951316832,-1.80397920658
MDA-MB-436,MAP2K_1.SLC16A4,8.836613,1.96851155317,6.86810144683,0.777232345338
HCC70,BRAF_M2.MAP2K_1,33.95715,46.9015394053,-12.9443894053,-0.38119775674
DU-4475,ERBB.MAP2K_1,9.43266,4.75108368091,4.68157631909,0.496315601229
HCC1187,ADAM17.MTOR_1,-5.601741,1.511312412,-7.113053412,1.26979333961
HCC1806,ERBB.MAP2K_1,50.84485,39.5378388354,11.3070111646,0.222382624093
NCI-H747,IAP.IGFR_3,-13.80457,27.9500745019,-41.7546445019,3.02469721997
MDA-MB-468,MAP2K_1.PIK3C,20.51677,45.1833174376,-24.6665474376,-1.20226270693
MDA-MB-157,MAP2K_1.SLC16A4,26.04463,19.0681621905,6.9764678095,0.26786588289
HCC1428,FGFR.MTOR_1,-2.545934,8.85192898227,-11.3978629823,4.47688863194
NCI-H2170,Doxorubicin.IAP,18.70155,8.61364207036,10.0879079296,0.539415606174
DMS-114,ALK.MTOR_1,28.55891,24.1990841404,4.3598258596,0.152660793413
MDA-MB-453,ERBB.MTOR_1,20.87591,8.36171833631,12.5141916637,0.599456103408
NCI-H520,ERBB.FGFR,27.30015,19.2866241473,8.0135258527,0.293534132695
T47D,AKT_1.PIK3C,13.37755,4.46516412966,8.91238587034,0.666219589562
DU-4475,AKT.PIP5K1,-42.5307,-5.36946746593,-37.1612325341,0.873750785528
HCC1937,PIK3C.PIP5K1,0.8612791,15.327277398,-14.465998298,-16.7959472115
NCI-H1299,CSNK2A1_2.SYK,0.7799228,10.2652363191,-9.4853135191,-12.1618620703
VM-CUB-1,CHEK1.IAP,-4.151248,-12.0631316121,7.9118836121,-1.90590482961
MDA-MB-468,AKT.PIP5K1,3.989298,4.65306136374,-0.66376336374,-0.166386006696
BFTC-905,BCL2_BCL2L1.PIM1,53.77934,45.036243253,8.743096747,0.162573522602
HCC38,AKT.ERBB,11.16846,11.4910079058,-0.3225479058,-0.0288802490048
SW900,IAP.PIK3CB,-2.865059,20.3979239136,-23.2629829136,8.11954759522
NCI-H226,BCL2L1.CarboTaxol,36.85192,34.5014808226,2.3504391774,0.0637806436517
J82,HSP90.MAP2K_1,13.75687,10.0181024261,3.7387675739,0.271774580548
HCC1143,FASN.MTOR_1,-60.91582,-9.01345701273,-51.9023629873,0.852034216847
BT-20,AKT.ERBB,1.371758,37.0808947293,-35.7091367293,-26.031659177
NCI-H838,BCL2L1.IAP,66.47357,31.0166361716,35.4569338284,0.533398970875
VM-CUB-1,BCL2_BCL2L1.PIM1,8.40611,19.4640076887,-11.0578976887,-1.31545955129
BT-474,MTOR_1.PIK3C,-6.713923,20.3915309211,-27.1054539211,4.03720059362
NCI-H1703,AKT.FGFR,-13.64501,-9.80961734344,-3.83539265656,0.281083902215
KMS-11,BCL2_BCL2L1.FGFR,-47.19892,-49.6623434613,2.4634234613,-0.0521923692597
NCI-H1437,BCL2_2.Vinorelbine,11.2268,4.8734075266,6.3533924734,0.565913036074
NCI-H1975,PIM1.TOP2_2,46.20775,31.8274306628,14.3803193372,0.311210118156
BFTC-905,PIK3C.PIM1,47.83311,26.7027925037,21.1303174963,0.441750860362
MDA-MB-436,AKT.EGFR,-3.514158,2.27070934452,-5.78486734452,1.64616028776
MDA-MB-231,BCL2_BCL2L1.MAP2K_1,-1.035023,16.9503294535,-17.9853524535,17.3767659786
HCT-116,CHEK1.IAP,14.51519,-62.7358134991,77.2510034991,5.32208007605
T-24,PIK3C.PIM1,3.578123,16.3349820318,-12.7568590318,-3.56523770474
HCC1187,BCL2_BCL2L1.PIK3CA_4,11.34446,-0.874993846932,12.2194538469,1.0771296163
BT-20,AKT_SGK.FGFR,19.64844,12.5628635483,7.0855764517,0.360617761598
HT-1197,PIK3C.PIM1,41.29233,21.7762995867,19.5160304133,0.472630883588
T47D,Chloroquine.PIK3C,-14.80213,10.5049185396,-25.3070485396,1.70968965545
NCI-H226,ALK.PIK3C,34.84727,38.36817649,-3.52090649,-0.101038230254
MCF7,BRAF_M2.MAP2K_1,19.74222,36.2898965345,-16.5476765345,-0.838187221827
MDA-MB-361,AKT_1.BCL2_2,6.184136,33.9719653976,-27.7878293976,-4.49340528695
Calu-6,BRAF_M2.MAP2K_3,72.99028,72.9553205156,0.0349594844,0.000478960820537
HCC1187,ESR1.MTOR_1,7.028081,2.31030903059,4.71777196941,0.671274558362
Calu-6,BCL2.CarboTaxol,5.015081,21.7305350401,-16.7154540401,-3.33303769971
NCI-H1563,CSNK2A1_2.Gemcitabine,17.32884,-15.442158852,32.770998852,1.89112478689
HCC38,ALK_IGFR.MTOR_1,30.53991,17.3129520737,13.2269579263,0.433104024416
NCI-H1793,ATR_4.IAP,26.53115,20.8344546027,5.6966953973,0.214717243591
NCI-H747,CHEK1.IAP,-82.2863,22.1591851912,-104.445485191,1.26929373652
VM-CUB-1,ERBB.IAP,-37.74965,-28.7210776293,-9.0285723707,0.239169697486
NCI-H1703,BRAF_M.MAP2K_1,21.76308,-2.42351006954,24.1865900695,1.11135878146
NCI-H1703,IAP.Vinorelbine,8.707077,0.522499003812,8.18457799619,0.939991457086
UM-UC-3,BCL2_BCL2L1.Gemcitabine,20.64784,18.270436822,2.377403178,0.115140526951
KU-19-19,AKT.TNF,-105.4095,-75.3733452489,-30.0361547511,0.284947322121
CAL-148,BCL2_BCL2L1.PIM1,64.96824,27.1990266411,37.7692133589,0.581348876911
NCI-H522,IAP.Vinorelbine,25.43239,30.6539551191,-5.2215651191,-0.205311617158
NCI-H1299,ALK.EGFR_2,18.30909,43.2160526753,-24.9069626753,-1.36036049172
SW900,ALK_2.PIK3CB,50.262,42.6508041949,7.6111958051,0.151430420698
MDA-MB-453,MAP2K_1.MTOR_1,-10.03672,1.99286494586,-12.0295849459,1.19855739184
NCI-H3122,BCL2.CarboTaxol,-2.541587,3.6541906066,-6.1957776066,2.43775940253
VM-CUB-1,MTOR_1.PIK3C,35.7663,-22.5807849568,58.3470849568,1.63134249159
Calu-3,CSNK2A1_2.PIK3CA_3,-22.32891,-7.49236841596,-14.836541584,0.664454359126
LS-513,MAP2K_1.PIK3C,21.42163,28.2855716458,-6.8639416458,-0.32042107187
BT-20,AKT_1.BCL2_BCL2L1,17.04246,11.6683862792,5.3740737208,0.315334389566
CAL-148,ADAM17.AKT,12.68634,-2.3521413905,15.0384813905,1.18540740596
HCC38,BCL2_BCL2L1.PIK3CA_4,9.851052,-1.15312039013,11.0041723901,1.11705555814
NCI-H1299,ALK_2.MTOR_1,59.01793,38.9650937128,20.0528362872,0.339775323994
BT-20,AKT.PIP5K1,31.56132,11.1440628681,20.4172571319,0.646907579654
T-24,ATR_4.IAP,37.80441,-0.395912888274,38.2003228883,1.01047266412
HCC1395,PIK3CB_PIK3CD.SLC16A4,3.935983,-5.02870213403,8.96468513403,2.27762293029
NCI-H358,BCL2_2.Vinorelbine,7.780747,5.15276142265,2.62798557735,0.337754919592
HCC1419,Chloroquine.FGFR,-49.4068,-15.7763575552,-33.6304424448,0.680684489682
UM-UC-3,FGFR.MTOR_1,-3.909162,-6.99278002659,3.08361802659,-0.788818172946
MDA-MB-436,AKT_SGK.BCL2_BCL2L1,-0.3813019,-1.74935059592,1.36804869592,-3.58783603208
MDA-MB-157,ERBB.MTOR_1,18.35449,18.8254380462,-0.4709480462,-0.0256584653782
HCC1428,ESR1.MAP2K_1,-20.26795,-1.28995184729,-18.9779981527,0.936355090313
EVSA-T,AKT.BCL2L1,-4.365317,24.5291882802,-28.8945052802,6.61910813813
A549,ALK_2.TOP2,24.53776,33.6542108813,-9.1164508813,-0.3715274288
KU-19-19,FGFR.MTOR_1,-65.80464,-33.2050664825,-32.5995735175,0.495399314053
MFM-223,AKT_SGK.MAP2K_1,17.40815,23.4519803056,-6.0438303056,-0.347183951517
VM-CUB-1,MAP2K_1.PIK3C,62.30205,-1.58947004688,63.8915200469,1.02551232338
MDA-MB-231,AKT.PIK3CA_4,-1.718373,6.84945105561,-8.56782405561,4.98600947269
Hs-578-T,FASN.MAP2K_1,15.77519,-1.19949135534,16.9746813553,1.07603657105
VM-CUB-1,ERBB.MAP2K_1,67.79423,-14.5763585616,82.3705885616,1.21500883721
HCC1428,ATR_4.MTOR_1,-35.0508,-14.8026116191,-20.2481883809,0.57768120502
NCI-H2291,IAP.TOP2_2,9.961978,17.4389035985,-7.4769255985,-0.750546286942
Hs-578-T,FGFR.TNKS_PARP6,5.233097,16.4699867215,-11.2368897215,-2.14727334913
647-V,AKT.ERBB,-1.172512,15.4633440274,-16.6358560274,14.1882181397
HCC1569,BRAF_M2.MAP2K_1,24.46243,42.1991528972,-17.7367228972,-0.725059730256
HCC70,AKT_SGK.MAP2K_1,34.50574,19.9286870805,14.5770529195,0.422452986648
NCI-H520,PIK3CB.Topotecan,10.65701,15.1166097426,-4.4595997426,-0.418466318658
LS-513,IAP.PARP1,-2.968035,17.7824613998,-20.7504963998,6.99132469792
VM-CUB-1,MAP2K_1.MTOR_1,-6.288553,-9.3922361043,3.1036831043,-0.493544874997
CAMA-1,AKT.ERBB,15.01301,11.150440107,3.862569893,0.257281510703
MDA-MB-415,AKT_1.ESR1_1,49.00117,1.66460621076,47.3365637892,0.966029255817
HCC1806,BCL2_BCL2L1.PIM1,-18.87524,7.27633440887,-26.1515744089,1.38549625906
HCC1395,ADAM17.FGFR,3.629126,5.81566140918,-2.18653540918,-0.602496416267
MDA-MB-157,ADAM17.PIK3C,34.97328,19.0984627753,15.8748172247,0.453912736372
MDA-MB-453,MAP2K_3.PIK3C,-46.61906,5.75154762396,-52.370607624,1.12337330748
MCF7,ESR1_3.MTOR_1,14.37281,18.9538280938,-4.5810180938,-0.318728077098
NCI-H838,BCL2_2.Vinorelbine,-121.6201,-2.29332884899,-119.326771151,0.981143504659
M14,EGFR.FGFR,-4.760586,-0.927032700627,-3.83355329937,0.805269204122
HCC1143,ERBB.MTOR_1,31.61059,3.24613785027,28.3644521497,0.897308533303
CAL-51,AKT_1.PIK3C,27.7552,14.2922923468,13.4629076532,0.485058931415
MFM-223,PIK3C.PIM1,-18.74556,16.8324231298,-35.5779831298,1.89794186622
UACC-812,AKT.Chloroquine,-8.967205,4.66685125208,-13.6340562521,1.52043543691
MDA-MB-468,AKT_1.ESR1,-5.470392,-3.57487664168,-1.89551535832,0.346504484198
Calu-3,BRAF_M2.MAP2K_3,69.60122,34.855359794,34.745860206,0.499213378817
A549,IAP.PIK3CB,7.526779,16.7876006428,-9.2608216428,-1.23038309519
MDA-MB-157,Chloroquine.PIK3C,-24.85075,18.5176983681,-43.3684483681,1.74515651914
EVSA-T,AKT.Chloroquine,1.589139,-9.92863637762,11.5177753776,7.24780864205
T47D,BCL2L1.MTOR_1,2.610545,20.1781494579,-17.5676044579,-6.7294777366
HCC1187,BCL2_BCL2L1.MAP2K_1,-8.885992,10.7335467534,-19.6195387534,2.20791767013
HCC1395,BRAF_M2.MAP2K_1,-105.215,40.4719457887,-145.686945789,1.3846594667
MCF7,AKT.CSNK2A1_2,35.20325,20.0088785201,15.1943714799,0.431618429546
KU-19-19,PARP1.PIK3C,-115.56,-102.377437119,-13.182562881,0.114075483567
NCI-H1703,BCL2.Topotecan,-5.256979,-4.6069769159,-0.6500020841,0.123645554624
NCI-H2085,AKT.CSNK2A1_2,27.41059,4.06669727603,23.343892724,0.851637732861
NCI-H1437,ALK.EGFR_2,-2.729943,35.6750789606,-38.4050219606,14.0680673408
HCT-116,BCL2.Oxaliplatin,-186.8794,-42.0840983346,-144.795301665,0.774806113811
CAL-51,AKT.PIK3CA_4,-4.659295,-2.43006885205,-2.22922614795,0.478447092951
NCI-H23,ALK.MTOR_1,31.80285,22.0631455709,9.7397044291,0.30625256633
CAL-51,AKT.PIK3C_2,4.678623,-6.85520421996,11.53382722,2.46521833881
CAL-120,EGFR.MAP2K_1,6.416326,2.52529216873,3.89103383127,0.60642707856
CAL-148,ALK_IGFR.PIK3CB_PIK3CD,3.043039,-4.18858015521,7.23161915521,2.37644642583
NCI-H2085,BCL2L1.IAP,31.90363,58.1754189451,-26.2717889451,-0.823473345983
HCC1937,ATR_4.MTOR_1,-36.29478,0.0655156172107,-36.3602956172,1.00180509752
HCT-116,IGFR_3.TKI,-49.38698,-516.974163692,467.587183692,-9.46782297059
SW900,BRAF_M2.MAP2K_3,71.24657,50.8199608758,20.4266091242,0.286703052852
M14,ESR1.FGFR,-5.12609,-7.40128183784,2.27519183784,-0.443845472444
NCI-H1975,ATR_4.CarboTaxol,-2.987985,-6.66422815048,3.67624315048,-1.23034190281
MDA-MB-231,ERBB.MTOR_1,-2.906901,6.18039243472,-9.08729343472,3.12611039548
MDA-MB-231,MAP2K_1.MTOR_1,15.67301,11.5655011819,4.1075088181,0.262075301305
HCC1395,AKT.ALK_IGFR,28.49871,10.8257805763,17.6729294237,0.620130855877
NCI-H1437,ATR_4.CarboTaxol,13.46476,-2.60700403378,16.0717640338,1.19361682152
NCI-H2228,BRAF_M2.MAP2K_1,75.0193,43.0503941459,31.9689058541,0.426142417406
NCI-H358,CSNK2A1_2.TNFSF10,7.644483,-1.45348621932,9.09796921932,1.19013531972
CAMA-1,MAP2K_1.PIP5K1,-6.002984,5.98934938705,-11.992333387,1.9977286941
NCI-H1975,CSNK2A1_2.Gemcitabine,1.735899,-9.64667927868,11.3825782787,6.55716621686
M14,AKT_1.EGFR,28.0483,15.9157195604,12.1325804396,0.432560277792
NCI-H838,IAP.PIK3CB,22.38181,23.3422584346,-0.9604484346,-0.0429120091092
HCC1954,AKT_1.PIK3C,84.41957,80.276800832,4.142769168,0.0490735639615
NCI-H1299,BCL2_2.Vinorelbine,16.40498,10.1929574076,6.2120225924,0.37866687996
HCC1428,ATR_4.MAP2K_1,-13.14593,-15.2278473024,2.0819173024,-0.15836972374
NCI-H2170,BCL2L1.Vinorelbine,35.46388,-32.7238161623,68.1876961623,1.92273649026
NCI-H1975,BCL2.CSNK2A1_2,14.08155,5.80997162715,8.27157837285,0.587405390234
NCI-H1703,CHEK1.IAP,5.634045,-5.82157755538,11.4556225554,2.03328559772
BT-20,ERBB.MTOR_1,7.107197,19.9501757004,-12.8429787004,-1.80703851327
MDA-MB-453,AKT.PIK3CA_4,6.010587,2.31527060475,3.69531639525,0.614801249071
NCI-H23,CarboTaxol.CSNK2A1_2,-6.516483,2.26193969927,-8.77842269927,1.34711050413
HT-1197,ATM.Gemcitabine,11.54289,16.1660859597,-4.6231959597,-0.400523262346
HCC70,MAP2K_1.MTOR_1,-6.630298,11.471682774,-18.101980774,2.73019112776
MDA-MB-231,MAP2K_1.PIK3C,35.97158,25.3385836251,10.6329963749,0.295594365744
MDA-MB-453,EGFR.MAP2K_1,-18.64662,6.19258328454,-24.8392032845,1.33210218713
SW837,JAK.MTOR,-17.85627,19.4633761767,-37.3196461767,2.09000234521
NCI-H2170,ADAM17.PIK3C,13.22047,3.55162235511,9.66884764489,0.731354304718
SW620,IAP.PIK3CB,-10.22941,5.49821236716,-15.7276223672,1.53749066341
MDA-MB-468,AKT_1.ESR1_1,-37.62277,-2.33046626287,-35.2923037371,0.938057026028
MDA-MB-468,AKT.PIK3C_2,3.043114,13.8677348922,-10.8246208922,-3.55708688278
MDA-MB-468,AKT_1.PIK3C,64.39026,40.1128926812,24.2773673188,0.37703477698
NCI-H358,BCL2L1.CarboTaxol,48.02275,29.049217535,18.973532465,0.395094667944
MDA-MB-415,ERBB.MTOR_1,12.17432,8.04531782434,4.12900217566,0.339156698334
SW948,IAP.PIK3C,11.52239,18.9540284886,-7.4316384886,-0.644973698044
HCC1937,AKT.PIK3CA_4,2.647406,13.4344202442,-10.7870142442,-4.07455986887
BT-549,AKT_1.ALK_IGFR,9.032871,16.8249031935,-7.7920321935,-0.862630739828
HCC1419,ESR1_3.MTOR_1,13.10612,9.82014033436,3.28597966564,0.250721011683
T-24,HDAC_4.PARP1,-16.14572,-14.4023992112,-1.7433207888,0.107974174506
Hs-578-T,ESR1.MAP2K_1,-24.04518,0.433453795296,-24.4786337953,1.01802663965
CAL-120,ADAM17.MTOR_1,2.971336,-1.33350066006,4.30483666006,1.44878824208
KU-19-19,HSP90.MAP2K_1,22.13687,-0.698007790708,22.8348777907,1.03153145818
HCC1395,ADAM17.MAP2K_1,5.722309,-1.01756804677,6.73987704677,1.17782472893
MCF7,FGFR.MTOR_3,10.58274,-38.8828315371,49.4655715371,4.67417431942
TCCSUP,BCL2_BCL2L1.IAP,-42.77356,28.2140530291,-70.9876130291,1.65961432785
DU-4475,PIK3C.PIP5K1,-50.31269,-1.23224975053,-49.0804402495,0.975508171983
C32,IAP.IGFR_3,-7.399541,13.9325892053,-21.3321302053,2.88289911567
MDA-MB-415,MAP2K_1.MTOR_1,1.453541,9.33533015485,-7.88178915485,-5.42247460158
HCC1806,ERBB.PIK3CA_4,-11.43228,15.7910137128,-27.2232937128,2.38126547922
EVSA-T,AKT_1.Chloroquine,-5.370052,-13.8432542667,8.4732022667,-1.57786223796
T-24,PARP1.PIK3CB_PIK3CD,0.276685,9.14943312095,-8.87274812095,-32.0680489399
SW620,IAP.PTK2,9.01063,6.56414613176,2.44648386824,0.271510856426
HT-1376,HSP90.MAP2K_1,9.661712,14.1159304274,-4.4542184274,-0.461017511948
HCC70,AKT_1.PIK3CB_PIK3CD,57.46938,10.326604548,47.142775452,0.820311189228
HCC70,ESR1.MTOR_1,9.591303,0.352035488141,9.23926751186,0.963296385471
HCC1419,AKT_1.PIK3C,35.4976,32.9260770718,2.5715229282,0.0724421630814
HCC70,AKT.Chloroquine,64.59052,-4.36227582599,68.952795826,1.06753740063
CAL-148,ADAM17.MAP2K_1,-9.994246,0.372110168265,-10.3663561683,1.03723244037
HCC1954,AKT.BCL2L1,67.8827,44.8003300782,23.0823699218,0.340033173722
NCI-H522,IAP.PIK3CB,29.00382,34.2727951562,-5.2689751562,-0.181664868841
VM-CUB-1,Cisplatin.PIK3C,8.927432,-17.1127946978,26.0402266978,2.91687763041
M14,BCL2_BCL2L1.MAP2K_1,33.06074,27.4125400717,5.6481999283,0.170843118705
NCI-H358,ATR_4.CarboTaxol,-45.68157,-5.08530805913,-40.5962619409,0.888679218794
COLO-205,IAP.PIK3C,27.19579,27.2324786661,-0.0366886661,-0.0013490568246
NCI-H1437,ALK_2.PIK3CB,23.06369,42.9872716544,-19.9235816544,-0.863850565733
MDA-MB-436,AKT_SGK.FGFR,-11.19866,-9.7370244071,-1.4616355929,0.130518793579
MFM-223,AKT.ERBB,13.76105,1.38110853595,12.379941464,0.89963639868
MDA-MB-453,AKT_1.PIK3CB_PIK3CD,32.99623,12.9980806165,19.9981493835,0.606073766109
Hs-578-T,AKT_SGK.BCL2_BCL2L1,19.10105,-12.9916808875,32.0927308875,1.68015532589
SW620,BRAF_M.MAP2K_1,-117.9091,11.8871705073,-129.796270507,1.10081639591
M14,AKT.TNKS_PARP6,26.30001,11.5504002258,14.7496097742,0.560821451178
BT-474,ATR_4.CarboTaxol,-10.26601,-5.26571230111,-5.00029769889,0.487073137362
MDA-MB-157,ESR1.MAP2K_1,2.434991,26.9154320081,-24.4804410081,-10.0536063616
NCI-SNU-16,FGFR.MTOR_3,-15.33537,4.58154986264,-19.9169198626,1.29875704744
DMS-114,ADAM17.PIK3C,4.655709,10.3138596821,-5.6581506821,-1.21531450572
MDA-MB-157,BCL2L1.PIK3C,40.40864,19.9709061718,20.4377338282,0.50577633467
KU-19-19,ERBB.MTOR_1,-90.80689,-97.0048945816,6.1980045816,-0.0682547831073
Calu-6,BRAF_M.MAP2K_1,-76.90679,1.91802620027,-78.8248162003,1.02493962107
J82,FGFR.MTOR_1,21.13484,25.0583764803,-3.9235364803,-0.185643065209
MDA-MB-468,AKT_1.PIK3C,24.37863,40.1128926812,-15.7342626812,-0.645412095807
MDA-MB-453,AKT_SGK.FGFR,-6.49964,17.3836248903,-23.8832648903,3.67455195831
HCC1428,BCL2_BCL2L1.FASN,36.954,-0.441152786305,37.3951527863,1.01193788998
UACC-812,BCL2_BCL2L1_BCL2L2.FGFR,8.120883,8.21062556892,-0.08974256892,-0.0110508387967
KU-19-19,Cisplatin.PARP1,-72.57931,-13.7003313618,-58.8789786382,0.811236406604
HCC1187,BCL2_BCL2L1.SLC16A4,11.05045,4.1592840091,6.8911659909,0.62360953544
HCC1143,AKT_1.PIK3C_2,2.044941,29.9580515754,-27.9131105754,-13.6498366336
HCC70,BCL2_BCL2L1.PIM1,-43.07365,4.76498030774,-47.8386303077,1.11062401974
HCC1187,ADAM17.PIK3C,3.520869,7.16146153838,-3.64059253838,-1.03400397413
NCI-H1703,IAP.TOP2_2,6.339869,3.11470044733,3.22516855267,0.508712175704
T-24,AKT.HDAC_4,-9.996189,-12.8474876581,2.8512986581,-0.285238570229
NCI-H520,Carboplatin.CSNK2A1_2,-1.091063,6.49709334627,-7.58815634627,6.95482877365
NCI-H1563,CHEK1.IAP,-32.06632,0.798980594595,-32.8653005946,1.02491650413
SW837,MAP2K_1.PTK2,8.213722,28.4167446839,-20.2030226839,-2.45966721103
647-V,ATR_4.BCL2_BCL2L1,6.567665,8.22129766394,-1.65363266394,-0.251783954258
Calu-3,ALK_2.MTOR_1,11.89338,-4.99740155128,16.8907815513,1.42018345931
BT-474,AKT_1.EGFR_2,48.22565,20.6825405501,27.5431094499,0.571129874867
NCI-H522,PIM1.TOP2_2,51.57545,41.7331063415,9.8423436585,0.190833888187
HCC70,BCL2L1.IAP,0.9717134,-1.29533180278,2.26704520278,2.33303894212
MFM-223,BCL2_BCL2L1.FASN,-20.67056,-10.6597894911,-10.0107705089,0.484300885361
HCC38,BCL2_BCL2L1.FGFR,8.291264,-20.5299671324,28.8212311324,3.47609618176
HCC70,AKT_1.PIK3C_2,10.23263,24.9876932388,-14.7550632388,-1.44196196274
NCI-H2291,AKT.CSNK2A1_2,8.86138,12.1094846982,-3.2481046982,-0.366546147237
SW780,Cisplatin.FGFR,-4.292409,-21.6035502819,17.3111412819,-4.03296640229
NCI-H747,MAP2K_1.TKI,26.29952,33.8081035792,-7.5085835792,-0.28550268519
MDA-MB-436,ERBB.PIK3CA_4,-14.51429,-4.71613582779,-9.79815417221,0.675069477888
HCC1143,FGFR.MTOR_1,3.578846,-1.95380664993,5.53265264993,1.54593202667
HCC1428,AKT.AKT_1,9.317672,-6.86449472233,16.1821667223,1.73671778984
MDA-MB-436,MTOR_1.SLC16A4,-2.881406,-4.62088011488,1.73947411488,-0.60368934988
HCC1500,FGFR.PIK3C_MTOR,38.96104,-3.89190526346,42.8529452635,1.09989223243
MDA-MB-468,ATR_4.MTOR_1,-17.81088,-9.41013418211,-8.40074581789,0.47166371442
SW48,IAP.JAK,-2.786328,13.0102588696,-15.7965868696,5.66932065055
LS-513,BRAF_M2.MAP2K_1,57.98544,40.5388247582,17.4466152418,0.30087924213
DU-4475,ERBB.MTOR_1,-101.819,-14.4384530767,-87.3805469233,0.858194903931
HCC1187,AKT.FGFR,10.52669,-5.09288328252,15.6195732825,1.48380671251
NCI-H838,ALK_2.PIK3CB,54.76063,48.68818281,6.07244719,0.110890747422
HCC1806,ATR_4.MAP2K_1,7.633129,1.47187819368,6.16125080632,0.807172367494
CAL-51,ERBB.MAP2K_1,9.323546,19.5009969754,-10.1774509754,-1.09158585965
HCC38,MAP2K_1.PIK3C,0.3925452,25.4556499903,-25.0631047903,-63.8476914004
MDA-MB-468,AKT.AKT_1,-8.220864,16.1217946236,-24.3426586236,2.96108275524
NCI-H520,BCL2L1.Vinorelbine,-58.19742,14.3963881142,-72.5938081142,1.24737158648
MDA-MB-157,ADAM17.PIK3CB_PIK3CD,4.985632,9.76096980725,-4.77533780725,-0.957819952867
DMS-114,BCL2.CSNK2A1_2,-14.16485,-12.4284477109,-1.7364022891,0.122585293109
NCI-H23,Carboplatin.CSNK2A1_2,-12.56483,4.10099217172,-16.6658221717,1.32638660226
EVSA-T,BCL2L1.PIK3C,-1.924536,7.01664433313,-8.94118033313,4.64588884444
NCI-H226,CSNK2A1_2.TNFSF10,37.45441,4.78455227008,32.6698577299,0.872256637601
T-24,Cisplatin.PIK3C,-1.497248,4.08534458647,-5.58259258647,3.72856907237
MDA-MB-453,AKT.Chloroquine,20.20307,-8.38605078786,28.5891207879,1.41508794395
CAL-51,ESR1.MTOR_1,7.650171,3.17957344535,4.47059755465,0.584378774625
NCI-H1703,AKT.CSNK2A1_2,20.9673,2.88313414943,18.0841658506,0.862493780819
NCI-H1975,ALK_2.PIK3CB,48.32354,36.7835595316,11.5399804684,0.238806603746
UM-UC-3,IAP.PIK3C,-16.0194,25.0538028718,-41.0732028718,2.56396637026
Calu-6,CHEK1.IAP,-7.594529,9.6701724886,-17.2647014886,2.27330773095
NCI-H520,ALK_2.TOP2,8.141865,14.8311172531,-6.6892522531,-0.821587222719
HCC1143,MAP2K_1.SLC16A4,1.357379,5.80772655347,-4.45034755347,-3.27863297831
MDA-MB-157,AKT.ALK_IGFR,53.44158,30.9262849921,22.5152950079,0.421306686814
NCI-H2085,ADAM17.PIK3C,36.53175,10.7303024622,25.8014475378,0.706274611476
HCC1937,ATR_4.MAP2K_1,-37.8388,0.848374513165,-38.6871745132,1.02242075629
NCI-H520,BCL2.CarboTaxol,2.676949,9.45511640099,-6.77816740099,-2.53204950897
HCC38,PIK3C.PIM1,-19.02656,18.4019508175,-37.4285108175,1.96717172298
HCC1143,ATR_4.BCL2_BCL2L1,-29.95077,-14.6183591988,-15.3324108012,0.511920421452
HCC70,MTOR_1.PIK3CA_4,-31.67846,-0.236179108115,-31.4422808919,0.992544488965
BT-549,ERBB.FGFR,9.494321,-2.21276212979,11.7070831298,1.23306165125
SW620,CHEK1.IAP,32.23485,-2.06819615547,34.3030461555,1.06416025375
NCI-H1703,FGFR.MTOR_3,8.901234,-4.8783274096,13.7795614096,1.54805068708
DMS-114,BCL2_BCL2L1_BCL2L2.FGFR,-9.745648,5.67301584981,-15.4186638498,1.58210760842
NCI-H358,Doxorubicin.IAP,16.59258,14.4935023889,2.0990776111,0.126507005607
NCI-H1793,CarboTaxol.CSNK2A1_2,22.0403,49.6320974215,-27.5917974215,-1.25187939463
CAL-148,EGFR.FGFR,-47.35924,-20.9609181379,-26.3983218621,0.557405943636
NCI-H2170,ALK_2.TOP2,-69.59812,-4.33635394393,-65.2617660561,0.937694381056
NCI-H520,BRAF_M2.MAP2K_1,44.14604,36.5333882887,7.6126517113,0.172442459421
NCI-H2085,IAP.PIK3CB,27.3105,20.1322316367,7.1782683633,0.262839141111
HCC1143,AKT_1.ALK_IGFR,14.53491,9.41267213021,5.12223786979,0.352409328285
SW900,ALK_2.MTOR_1,56.77943,27.5932071227,29.1862228773,0.514028106258
SW948,IAP.SN38,31.4461,8.05091681181,23.3951831882,0.743977255946
