"CELL_LINE","COMPOUND_A","COMPOUND_B","MAX_CONC_A","MAX_CONC_B","IC50_A","H_A","Einf_A","IC50_B","H_B","Einf_B","SYNERGY_SCORE","QA","COMBINATION_ID"
"Calu-3","Carboplatin","CSNK2A1_2","0.03","3",0.03,10,11.00059578,1.396358411,10,82.49164792,NA,1,"Carboplatin.CSNK2A1_2"
"NCI-H1437","Carboplatin","CSNK2A1_2","0.1","3",0.009891581,10,13.69932827,1.586245433,1.0540708,0,NA,1,"Carboplatin.CSNK2A1_2"
"NCI-H1703","Carboplatin","CSNK2A1_2","0.1","3",0.010429255,3.539781,11.90891785,3,0.5525858,86.24501915,NA,1,"Carboplatin.CSNK2A1_2"
"NCI-H1975","Carboplatin","CSNK2A1_2","0.03","3",0.020240663,1.7147253,0,1.382527139,10,94.69771016,NA,1,"Carboplatin.CSNK2A1_2"
"NCI-H2085","Carboplatin","CSNK2A1_2","0.03","3",0.006319784,1.2698691,23.76242326,3,0.5406484,57.59712747,NA,1,"Carboplatin.CSNK2A1_2"
"Calu-6","CSNK2A1_2","Gemcitabine","0.1","0.03",0.007459191,2.8074816,19.08293653,0.008611223,1.9516018,11.19829841,NA,1,"CSNK2A1_2.Gemcitabine"
"NCI-H1299","CSNK2A1_2","Gemcitabine","0.01","0.1",0.00233503,4.751752,7.80794941,0.027940666,2.6384684,9.58753453,NA,1,"CSNK2A1_2.Gemcitabine"
"NCI-H1703","CSNK2A1_2","Gemcitabine","0.01","0.1",0.001317696,2.3981174,8.53781963,0.01075331,3.0045105,10.82934974,NA,1,"CSNK2A1_2.Gemcitabine"
"NCI-H2085","CSNK2A1_2","Gemcitabine","1","0.03",0.060961201,1.0453604,30.13764348,0.008509403,0.9319621,14.12065869,NA,1,"CSNK2A1_2.Gemcitabine"
"NCI-H838","CSNK2A1_2","Gemcitabine","0.1","0.1",0.007367271,4.9142654,3.15188625,0.0068489,3.319694,7.50814288,NA,1,"CSNK2A1_2.Gemcitabine"
"A549","CSNK2A1_2","SYK","3","0.1",3,3.1841877,47.60272238,0.016103092,4.0259759,8.7824004,NA,1,"CSNK2A1_2.SYK"
"Calu-6","CSNK2A1_2","SYK","3","0.03",3,10,48.60034558,0.009306569,2.2870117,12.78274602,NA,1,"CSNK2A1_2.SYK"
"NCI-H1437","CSNK2A1_2","SYK","3","0.1",3,1.1824027,11.90711006,0.010467706,4.2926142,13.66908372,NA,1,"CSNK2A1_2.SYK"
"NCI-H2085","CSNK2A1_2","SYK","3","0.03",1.92288064,1.8066484,0,0.009218302,1.233976,11.64147761,NA,1,"CSNK2A1_2.SYK"
"NCI-H2228","CSNK2A1_2","SYK","3","0.1",2.14724592,1.0482416,0,0.05416077,1.1427024,7.34303995,NA,1,"CSNK2A1_2.SYK"
"NCI-H23","CSNK2A1_2","SYK","3","0.1",1.876286962,2.6046574,0,0.011824264,2.1262986,12.5772844,NA,1,"CSNK2A1_2.SYK"
"647-V","EG5","PARP1","3","0.003",3,0.5675087,78.56038675,0.002304755,5.6244641,0,NA,1,"EG5.PARP1"
"UM-UC-3","EG5","PARP1","3","0.003",3,0.6826781,84.87040079,0.001291316,10,87.49727083,NA,1,"EG5.PARP1"
"VM-CUB-1","EG5","PARP1","3","0.003",0.398444771,10,73.80131613,1,0,100,NA,1,"EG5.PARP1"
"647-V","EG5","PIM1","3","0.003",1,0,100,0.002789827,10,0,NA,1,"EG5.PIM1"
"BFTC-905","EG5","PIM1","3","0.003",1.060547386,10,92.99978312,0.00281371,10,0,NA,1,"EG5.PIM1"
"VM-CUB-1","EG5","PIM1","3","0.003",1,0,100,1,0,100,NA,1,"EG5.PIM1"
"CAL-120","AKT","EGFR","0.1","1",1,0,100,0.243769146,3.3629891,64.68749618,NA,1,"AKT.EGFR"
"CAMA-1","AKT","EGFR","0.1","1",0.1,1.307519,69.8148468,0.119761424,1.0789548,5.75301601,NA,1,"AKT.EGFR"
"HCC1428","AKT","EGFR","0.1","1",1,0,100,1,0,100,NA,1,"AKT.EGFR"
"HCC38","AKT","EGFR","0.1","1",1,0,100,1,10,82.00002126,NA,1,"AKT.EGFR"
"HCC70","AKT","EGFR","0.1","1",1,0,100,0.211739252,1.1672478,0,NA,1,"AKT.EGFR"
"MDA-MB-231","AKT","EGFR","0.1","1",1,0,100,1,1.4063945,67.13931383,NA,1,"AKT.EGFR"
"M14","AKT","EGFR","0.1","1",0.029244436,10,53.49964059,0.293966188,2.1114844,24.09541201,NA,1,"AKT.EGFR"
"BT-549","AKT_1","EGFR","0.1","1",1,0,100,0.257308337,1.606107,45.32375694,NA,1,"AKT_1.EGFR"
"CAL-120","AKT_1","EGFR","0.1","1",1,0,100,1,10,78.80009236,NA,1,"AKT_1.EGFR"
"CAMA-1","AKT_1","EGFR","0.1","1",0.004364144,0.6837867,88.97397226,0.510581854,1.3041305,0,NA,1,"AKT_1.EGFR"
"HCC1806","AKT_1","EGFR","0.1","1",1,0,100,0.21498983,1.6536163,27.95717759,NA,1,"AKT_1.EGFR"
"HCC1937","AKT_1","EGFR","0.1","1",0.008014847,0.511769,73.9542721,1,0.5354606,53.187159,NA,1,"AKT_1.EGFR"
"MDA-MB-231","AKT_1","EGFR","0.1","1",1,0,100,0.113009514,0.7667267,82.31913957,NA,1,"AKT_1.EGFR"
"MFM-223","AKT_1","EGFR","0.1","1",0.1,4.2437209,83.00002475,0.340382815,1.0663167,15.95096274,NA,1,"AKT_1.EGFR"
"CAMA-1","BCL2_BCL2L1","EGFR","0.1","1",0.1,0.222966,84.93494007,1,0.3484418,82.37793994,NA,1,"BCL2_BCL2L1.EGFR"
"DU-4475","BCL2_BCL2L1","EGFR","0.1","1",0.051332792,0.1,48.84154763,1e-04,1.0729221,0.27794819,NA,1,"BCL2_BCL2L1.EGFR"
"HCC1806","BCL2_BCL2L1","EGFR","0.1","1",1,0,100,1,0,100,NA,1,"BCL2_BCL2L1.EGFR"
"HCC1937","BCL2_BCL2L1","EGFR","0.1","1",0.1,0.4262433,62.50439261,1,0.943291,34.34345839,NA,1,"BCL2_BCL2L1.EGFR"
"Hs-578-T","BCL2_BCL2L1","EGFR","0.1","1",1,0,100,0.375021592,1.6313444,64.9404196,NA,1,"BCL2_BCL2L1.EGFR"
"MDA-MB-157","BCL2_BCL2L1","EGFR","0.1","1",1,0,100,0.176485883,10,94.61056546,NA,1,"BCL2_BCL2L1.EGFR"
"MDA-MB-436","BCL2_BCL2L1","EGFR","0.1","1",0.1,0.6076974,84.30147634,0.169641841,10,94.50760967,NA,1,"BCL2_BCL2L1.EGFR"
"DU-4475","EGFR","FGFR","1","0.1",0.006403649,0.3958103,84.72074801,0.1,0.1765752,59.48674523,NA,1,"EGFR.FGFR"
"HCC1143","EGFR","FGFR","1","0.1",1,0,100,0.00346455,1.1061361,64.9862477,NA,1,"EGFR.FGFR"
"HCC1187","EGFR","FGFR","1","0.1",1,0,100,1,0,100,NA,1,"EGFR.FGFR"
"HCC38","EGFR","FGFR","1","0.1",0.09163496,10,84.54993141,1,0,100,NA,1,"EGFR.FGFR"
"MDA-MB-453","EGFR","FGFR","1","0.1",0.182633434,4.4775787,27.54260419,0.03048232,0.8161695,30.78892555,NA,1,"EGFR.FGFR"
"MDA-MB-468","EGFR","FGFR","1","0.1",1,10,93.00009918,0.011913937,10,85.79932849,NA,1,"EGFR.FGFR"
"DU-4475","EGFR","MAP2K_1","1","0.1",0.0313933,10,0.36632625,0.1,10,69.00053182,NA,1,"EGFR.MAP2K_1"
"HCC1187","EGFR","MAP2K_1","1","0.1",0.018760904,0.9582284,54.92570427,1,0,100,NA,1,"EGFR.MAP2K_1"
"HCC1395","EGFR","MAP2K_1","1","0.1",1,0.3222041,58.562585,0.000197199,0.4572,91.96002434,NA,1,"EGFR.MAP2K_1"
"HCC38","EGFR","MAP2K_1","1","0.1",0.180378708,10,91.04395416,0.001721459,10,94.14506548,NA,1,"EGFR.MAP2K_1"
"HCC70","EGFR","MAP2K_1","1","0.1",0.342870123,3.624652,85.81420363,1,0,100,NA,1,"EGFR.MAP2K_1"
"MDA-MB-157","EGFR","MAP2K_1","1","0.1",0.043613945,2.8570593,78.02605306,1,0,100,NA,1,"EGFR.MAP2K_1"
"MFM-223","EGFR","MAP2K_1","1","0.1",1,0,100,1,0,100,NA,1,"EGFR.MAP2K_1"
"HCC70","AKT_1","EGFR_2","3","3",3,10,43.60090035,0.659570102,0.7514978,29.3159036,NA,1,"AKT_1.EGFR_2"
"MCF7","AKT_1","EGFR_2","1","1",1,0.6096644,86.77728185,0.102413178,1.3578487,37.21341318,NA,1,"AKT_1.EGFR_2"
"MDA-MB-157","AKT_1","EGFR_2","3","3",0.15452273,0.5560898,81.99087528,3,0.1897573,51.00763433,NA,1,"AKT_1.EGFR_2"
"MDA-MB-361","AKT_1","EGFR_2","1","1",0.267618361,10,84.69945553,0.132754002,1.4337689,18.94735058,NA,1,"AKT_1.EGFR_2"
"T47D","AKT_1","EGFR_2","1","1",0.155298576,10,67.55883849,0.033295544,2.633025,62.56298452,NA,1,"AKT_1.EGFR_2"
"NCI-H1703","ALK","EGFR_2","1","3",1,0,100,0.520257629,2.1095493,9.26130768,NA,1,"ALK.EGFR_2"
"NCI-H226","ALK","EGFR_2","1","3",1,0.2264702,66.29811194,0.331442315,1.3809296,0,NA,1,"ALK.EGFR_2"
"NCI-H2291","ALK","EGFR_2","1","3",0.139072259,10,85.94680567,1.819871464,0.828984,0,NA,1,"ALK.EGFR_2"
"NCI-H358","ALK","EGFR_2","1","3",0.629146514,0.980034,74.96343418,1.101511055,0.9472723,0,NA,1,"ALK.EGFR_2"
"NCI-H522","ALK","EGFR_2","1","3",1,0.2697272,50.54816287,0.860047046,0.7372671,0,NA,1,"ALK.EGFR_2"
"SW900","ALK","EGFR_2","1","3",1,0.4001994,55.99851327,1.453886255,0.5300693,0,NA,1,"ALK.EGFR_2"
"BT-474","AKT","ERBB","3","3",0.413999601,1.4383115,0,0.220763609,2.1314316,7.82636776,NA,1,"AKT.ERBB"
"CAL-148","AKT","ERBB","1","1",1,0,100,0.16730425,1.5061553,0,NA,1,"AKT.ERBB"
"HCC1187","AKT","ERBB","1","1",1,0,100,0.427548604,1.8069366,55.90281968,NA,1,"AKT.ERBB"
"HCC1569","AKT","ERBB","3","3",3e-04,0.1,60.51573517,3e-04,0.1,67.83766066,NA,1,"AKT.ERBB"
"HCC1806","AKT","ERBB","1","1",1,0,100,0.413476142,10,71.69586645,NA,1,"AKT.ERBB"
"HCC1937","AKT","ERBB","1","1",0.009832061,2.0618869,76.54313958,0.426086352,0.6456832,47.15660245,NA,1,"AKT.ERBB"
"HCC70","AKT","ERBB","3","3",0.415687837,0.7712829,0,0.168435228,0.7034526,0,NA,1,"AKT.ERBB"
"MCF7","AKT","ERBB","3","3",3e-04,0.1,62.5529135,0.981183706,0.64366,0,NA,1,"AKT.ERBB"
"MDA-MB-231","AKT","ERBB","1","1",1,0,100,0.996100873,9.9999824,80.97164698,NA,1,"AKT.ERBB"
"MDA-MB-436","AKT","ERBB","3","3",3,0.4508983,82.35634262,1.689505414,0.2998462,21.51169827,NA,1,"AKT.ERBB"
"BFTC-905","ERBB","FGFR","3","3",3,1.8745387,30.1975861,0.451674504,1.0587317,74.41406384,NA,1,"ERBB.FGFR"
"CAMA-1","ERBB","FGFR","1","1",1,10,92.20009216,0.340365053,10,93.19985271,NA,1,"ERBB.FGFR"
"HCC1187","ERBB","FGFR","1","1",0.013138282,1.8609042,89.40928426,0.000168853,8.4979335,94.74,NA,1,"ERBB.FGFR"
"HCC1806","ERBB","FGFR","1","1",1,0,100,1,0,100,NA,1,"ERBB.FGFR"
"HCC1937","ERBB","FGFR","1","1",1e-04,0.1,92.98977198,0.013113781,1.6652294,79.72158983,NA,1,"ERBB.FGFR"
"MDA-MB-468","ERBB","FGFR","1","1",1,10,76.80008746,0.181898679,10,93.48511728,NA,1,"ERBB.FGFR"
"MFM-223","ERBB","FGFR","1","1",0.010576227,10,38.64960719,0.176302428,10,91.9873817,NA,1,"ERBB.FGFR"
"TCCSUP","ERBB","FGFR","3","3",0.028615324,1.4135942,53.88280651,3e-04,0.1,80.36583134,NA,1,"ERBB.FGFR"
"UM-UC-3","ERBB","FGFR","3","3",1,0,100,1.142938612,10,73.09826617,NA,1,"ERBB.FGFR"
"VM-CUB-1","ERBB","FGFR","3","3",3e-04,0.1,82.69266443,3,0.4127226,33.67358284,NA,1,"ERBB.FGFR"
"BFTC-905","ERBB","IAP","3","3",3e-04,0.2724081,0,3,0.5486681,48.80196578,NA,1,"ERBB.IAP"
"HT-1197","ERBB","IAP","3","3",1.162079967,10,70.89778062,1,0,100,NA,1,"ERBB.IAP"
"HT-1376","ERBB","IAP","3","1",0.093981381,0.1851546,0,0.104435353,1.1988001,42.99802324,NA,1,"ERBB.IAP"
"647-V","ERBB","MAP2K_1","1","0.1",0.239609145,1.2535637,68.93244273,0.029671845,10,81.79990161,NA,1,"ERBB.MAP2K_1"
"BFTC-905","ERBB","MAP2K_1","3","3",1.520908091,1.0914927,0.15921648,3,0.2184257,79.99942197,NA,1,"ERBB.MAP2K_1"
"HCC1187","ERBB","MAP2K_1","1","1",0.030887989,0.9517728,54.13664512,1,0,100,NA,1,"ERBB.MAP2K_1"
"HCC1395","ERBB","MAP2K_1","1","1",0.200027023,0.8027332,79.57496107,1,0,100,NA,1,"ERBB.MAP2K_1"
"HCC1428","ERBB","MAP2K_1","1","1",1,0,100,0.316011569,10,88.19985653,NA,1,"ERBB.MAP2K_1"
"J82","ERBB","MAP2K_1","3","3",3,0.2584459,21.02740996,0.452954135,0.3777033,76.99069533,NA,1,"ERBB.MAP2K_1"
"MDA-MB-157","ERBB","MAP2K_1","1","1",0.08949745,10,75.79987496,1,1.5485891,75.39870527,NA,1,"ERBB.MAP2K_1"
"MFM-223","ERBB","MAP2K_1","1","1",1,10,93.80009681,1,0,100,NA,1,"ERBB.MAP2K_1"
"T-24","ERBB","MAP2K_1","3","3",0.222937698,1.2648973,28.48498389,3,10,86.40041335,NA,1,"ERBB.MAP2K_1"
"BT-549","ERBB","MTOR_1","1","1",0.283710413,2.1697924,27.11054524,1,0,100,NA,1,"ERBB.MTOR_1"
"CAL-148","ERBB","MTOR_1","1","1",0.201717255,1.0666417,71.22667698,1,0,100,NA,1,"ERBB.MTOR_1"
"HCC1419","ERBB","MTOR_1","1","3",0.138589887,1.9111503,23.03172678,0.134053857,1.2104353,19.2516493,NA,1,"ERBB.MTOR_1"
"HCC38","ERBB","MTOR_1","1","1",1,0.994004,26.00144694,1,0.9781797,63.03172194,NA,1,"ERBB.MTOR_1"
"MCF7","ERBB","MTOR_1","1","3",0.034622454,0.8468937,3.45157505,0.003754087,0.548522,65.54669229,NA,1,"ERBB.MTOR_1"
"MDA-MB-436","ERBB","MTOR_1","1","3",0.047902677,0.884528,38.06224221,3,0.4702753,81.4992278,NA,1,"ERBB.MTOR_1"
"T47D","ERBB","MTOR_1","1","3",0.079690723,1.0772013,11.35562975,3,0.4837382,32.87599324,NA,1,"ERBB.MTOR_1"
"HCC1143","ERBB","PIK3CA_4","1","1",1,0.7170296,49.08083947,0.022906513,0.6355135,54.6147196,NA,1,"ERBB.PIK3CA_4"
"HCC1395","ERBB","PIK3CA_4","1","1",1,10,78.00004715,1e-04,0.1,87.14565054,NA,1,"ERBB.PIK3CA_4"
"HCC70","ERBB","PIK3CA_4","1","1",1,10,89.200158,1,0,100,NA,1,"ERBB.PIK3CA_4"
"MDA-MB-157","ERBB","PIK3CA_4","1","1",1,1.0417802,61.08160068,0.231941621,4.4783312,77.36707941,NA,1,"ERBB.PIK3CA_4"
"MDA-MB-231","ERBB","PIK3CA_4","1","1",0.143616315,0.7672603,87.4185235,1,10,94.20000474,NA,1,"ERBB.PIK3CA_4"
"MDA-MB-453","ERBB","PIK3CA_4","1","1",0.189480742,1.0781851,2.16660258,0.285128576,10,54.19961719,NA,1,"ERBB.PIK3CA_4"
"CAL-120","AKT_1","ESR1","1","1",1,0,100,1,0,100,NA,1,"AKT_1.ESR1"
"HCC1187","AKT_1","ESR1","1","1",1,0,100,0.100383294,1.1681908,40.85091037,NA,1,"AKT_1.ESR1"
"HCC1395","AKT_1","ESR1","1","1",1,0,100,0.347457927,1.4551575,44.03163477,NA,1,"AKT_1.ESR1"
"HCC1428","AKT_1","ESR1","1","1",0.282854822,10,57.69977889,0.098314411,10,91.15001071,NA,1,"AKT_1.ESR1"
"HCC70","AKT_1","ESR1","1","1",1,0,100,0.20269852,1.5405553,27.67867595,NA,1,"AKT_1.ESR1"
"MDA-MB-453","AKT_1","ESR1","1","1",1,0,100,0.063674883,0.9642881,4.97318024,NA,1,"AKT_1.ESR1"
"M14","AKT_1","ESR1","1","1",0.038486457,1.0853417,86.76157065,1,0.4504276,50.34340797,NA,1,"AKT_1.ESR1"
"CAMA-1","ESR1","FGFR","1","1",1,0,100,0.090733973,1.2074337,54.26704057,NA,1,"ESR1.FGFR"
"HCC1143","ESR1","FGFR","1","1",1,0,100,1,0,100,NA,1,"ESR1.FGFR"
"HCC1428","ESR1","FGFR","1","1",1,0,100,0.223638708,4.5002236,57.05334028,NA,1,"ESR1.FGFR"
"Hs-578-T","ESR1","FGFR","1","1",0.056311814,10,86.7016829,0.02205684,10,92.72061079,NA,1,"ESR1.FGFR"
"MDA-MB-231","ESR1","FGFR","1","1",1,10,84.00004718,1,0,100,NA,1,"ESR1.FGFR"
"MDA-MB-453","ESR1","FGFR","1","1",0.16526813,4.3120132,26.32158906,0.016757465,4.4527382,94.60530849,NA,1,"ESR1.FGFR"
"MDA-MB-468","ESR1","FGFR","1","1",0.397485938,10,94.69947799,1,0,100,NA,1,"ESR1.FGFR"
"BT-20","ESR1","MAP2K_1","1","1",0.125319196,0.7021247,37.855397,1,0.2836438,88.05038985,NA,1,"ESR1.MAP2K_1"
"BT-549","ESR1","MAP2K_1","1","1",0.299661159,1.917928,75.45901362,1,10,81.8001445,NA,1,"ESR1.MAP2K_1"
"CAMA-1","ESR1","MAP2K_1","1","1",1,0,100,0.049179293,1.0139228,50.87084702,NA,1,"ESR1.MAP2K_1"
"HCC1806","ESR1","MAP2K_1","1","1",0.293039511,1.2739146,24.05600828,1,0,100,NA,1,"ESR1.MAP2K_1"
"HCC38","ESR1","MAP2K_1","1","1",1,10,87.20002824,1,0,100,NA,1,"ESR1.MAP2K_1"
"MDA-MB-436","ESR1","MAP2K_1","1","1",1,0.3894473,16.33894163,1,0,100,NA,1,"ESR1.MAP2K_1"
"M14","ESR1","MAP2K_1","1","1",0.259646576,10,31.2955798,1,0,100,NA,1,"ESR1.MAP2K_1"
"BT-20","ESR1","MTOR_1","1","1",0.52531213,1.0948947,2.16404988,1,0.7461676,68.4187341,NA,1,"ESR1.MTOR_1"
"HCC1395","ESR1","MTOR_1","1","1",0.419904114,1.1884826,22.12570534,1,0,100,NA,1,"ESR1.MTOR_1"
"HCC1428","ESR1","MTOR_1","1","1",0.649054126,1.5191649,24.45466124,0.282805656,10,62.69972352,NA,1,"ESR1.MTOR_1"
"MDA-MB-436","ESR1","MTOR_1","1","1",0.165401114,2.1774657,25.88312515,1,0,100,NA,1,"ESR1.MTOR_1"
"MDA-MB-468","ESR1","MTOR_1","1","1",1,10,79.00006611,1,0,100,NA,1,"ESR1.MTOR_1"
"MFM-223","ESR1","MTOR_1","1","1",0.28200301,10,34.29955169,1,0,100,NA,1,"ESR1.MTOR_1"
"M14","ESR1","MTOR_1","1","1",0.320179847,9.999995,68.19963999,1,0,100,NA,1,"ESR1.MTOR_1"
"HCC1395","AKT_1","ESR1_1","3","3",3,0.2174519,14.48923838,0.976591124,0.3939835,0,NA,1,"AKT_1.ESR1_1"
"HCC1954","AKT_1","ESR1_1","3","3",3,1.0119728,47.97146806,1.709494291,1.2216738,0,NA,1,"AKT_1.ESR1_1"
"MDA-MB-157","AKT_1","ESR1_1","3","3",3,0.8674472,72.03590543,3,0.1084143,49.02707571,NA,1,"AKT_1.ESR1_1"
"MDA-MB-453","AKT_1","ESR1_1","3","3",3,2.2747373,54.8594963,0.046864279,1.0701176,52.66453915,NA,1,"AKT_1.ESR1_1"
"T47D","AKT_1","ESR1_1","3","3",3e-04,0.1,30.80511028,0.024201653,0.9910412,31.43419901,NA,1,"AKT_1.ESR1_1"
"CAMA-1","ESR1_1","MTOR_1","1","3",0.100139191,0.6136733,0,0.013473368,0.93461,27.13448813,NA,1,"ESR1_1.MTOR_1"
"EVSA-T","ESR1_1","MTOR_1","1","3",0.130113356,0.9346954,0,3,0.7513017,14.02306327,NA,1,"ESR1_1.MTOR_1"
"MCF7","ESR1_1","MTOR_1","1","3",0.072792534,1.5589314,10.64178974,0.5048033,0.126678,0,NA,1,"ESR1_1.MTOR_1"
"MDA-MB-157","ESR1_1","MTOR_1","1","3",0.331292789,0.6634771,0,1,0,100,NA,1,"ESR1_1.MTOR_1"
"EVSA-T","ESR1_1","PIK3C","3","3",0.606962127,1.2967884,0,3,0.2993546,24.39941325,NA,1,"ESR1_1.PIK3C"
"HCC1187","ESR1_1","PIK3C","3","3",0.492732193,0.9262957,0,3,10,69.8000608,NA,1,"ESR1_1.PIK3C"
"HCC1419","ESR1_1","PIK3C","3","3",0.612648946,2.4335107,33.5790084,3,0.1834778,63.67611737,NA,1,"ESR1_1.PIK3C"
"MDA-MB-415","ESR1_1","PIK3C","3","3",1.998264755,1.0648338,0,0.01630744,0.1,61.22836666,NA,1,"ESR1_1.PIK3C"
"MDA-MB-436","ESR1_1","PIK3C","3","3",1.021527375,1.7148595,56.11210399,3e-04,0.1,89.86736382,NA,1,"ESR1_1.PIK3C"
"HCC1954","ESR1_3","MTOR_1","1","3",0.055037166,1.0169235,13.07077511,0.00199982,0.1,57.24770341,NA,1,"ESR1_3.MTOR_1"
"MDA-MB-157","ESR1_3","MTOR_1","1","3",0.155983647,0.4441043,0,3e-04,0.1143723,62.27016759,NA,1,"ESR1_3.MTOR_1"
"MDA-MB-415","ESR1_3","MTOR_1","1","3",0.081283987,1.3408494,14.97716836,0.374800804,10,88.69977759,NA,1,"ESR1_3.MTOR_1"
"MDA-MB-453","ESR1_3","MTOR_1","1","3",0.047438275,0.6525974,21.45588965,2.999999992,0.6829303,80.69031498,NA,1,"ESR1_3.MTOR_1"
"T47D","ESR1_3","MTOR_1","1","3",0.042097166,1.035398,20.00152773,0.163654986,0.4261588,39.01057988,NA,1,"ESR1_3.MTOR_1"
"BT-549","BCL2_BCL2L1","FASN","1","1",1,0.3300342,71.79919948,0.127182511,1.3028588,76.09177867,NA,1,"BCL2_BCL2L1.FASN"
"DU-4475","BCL2_BCL2L1","FASN","1","1",1,0.4908271,54.16200824,0.005821928,4.2323848,0,NA,1,"BCL2_BCL2L1.FASN"
"HCC1187","BCL2_BCL2L1","FASN","1","1",0.283677389,10,93.39989994,1,0,100,NA,1,"BCL2_BCL2L1.FASN"
"Hs-578-T","BCL2_BCL2L1","FASN","1","1",0.172639932,10,92.691137,0.068470117,1.9186196,72.65263836,NA,1,"BCL2_BCL2L1.FASN"
"MDA-MB-157","BCL2_BCL2L1","FASN","1","1",1,0,100,1,10,90.00012293,NA,1,"BCL2_BCL2L1.FASN"
"MDA-MB-453","BCL2_BCL2L1","FASN","1","1",0.200993303,3.3213385,86.22850519,1,1.0022601,53.77814307,NA,1,"BCL2_BCL2L1.FASN"
"CAL-120","FASN","MAP2K_1","1","1",1,0,100,0.315723652,10,94.39994379,NA,1,"FASN.MAP2K_1"
"CAL-51","FASN","MAP2K_1","1","1",1,0.8252497,74.0592209,1,0.4910121,65.08069376,NA,1,"FASN.MAP2K_1"
"DU-4475","FASN","MAP2K_1","1","1",0.028250627,1.7290652,0,1,10,87.80010851,NA,1,"FASN.MAP2K_1"
"HCC1187","FASN","MAP2K_1","1","1",0.15358874,1.0196398,47.81467606,1,0,100,NA,1,"FASN.MAP2K_1"
"HCC1806","FASN","MAP2K_1","1","1",0.275193827,1.3659331,34.73786969,1,2.9761784,90.80220515,NA,1,"FASN.MAP2K_1"
"MDA-MB-468","FASN","MAP2K_1","1","1",1,0,100,0.286538711,10,93.79978188,NA,1,"FASN.MAP2K_1"
"M14","FASN","MAP2K_1","1","1",0.219948831,0.7340054,0,0.065177882,0.5088835,63.31031367,NA,1,"FASN.MAP2K_1"
"BT-20","FASN","MTOR_1","1","1",0.601417428,1.0395138,0,1,0.6206995,14.38614165,NA,1,"FASN.MTOR_1"
"CAMA-1","FASN","MTOR_1","1","1",0.470557415,1.3471089,8.64839115,0.098652616,10,87.44991108,NA,1,"FASN.MTOR_1"
"HCC1806","FASN","MTOR_1","1","1",0.068121354,2.7899497,27.90103849,0.051204902,10,75.08011603,NA,1,"FASN.MTOR_1"
"HCC1937","FASN","MTOR_1","1","1",1,0.8008576,62.47225474,1,0,100,NA,1,"FASN.MTOR_1"
"MDA-MB-453","FASN","MTOR_1","1","1",0.269569712,10,13.09913294,0.277951711,10,84.89976351,NA,1,"FASN.MTOR_1"
"MDA-MB-468","FASN","MTOR_1","1","1",0.016354081,10,88.35297971,0.094608347,10,85.19988279,NA,1,"FASN.MTOR_1"
"MFM-223","FASN","MTOR_1","1","1",0.215662542,2.2712905,29.97912093,0.102619622,10,85.99986448,NA,1,"FASN.MTOR_1"
"HCC1143","AKT","FGFR","1","1",0.012378913,1.625658,94.61318194,0.158795965,0.9752402,72.14112106,NA,1,"AKT.FGFR"
"HCC1428","AKT","FGFR","1","1",1,0,100,0.056046019,10,93.80451759,NA,1,"AKT.FGFR"
"HCC38","AKT","FGFR","1","1",0.102276552,10,76.79976406,1,10,74.2002999,NA,1,"AKT.FGFR"
"KATOIII","AKT","FGFR","0.01","3",0.003674822,10,18.19629763,0.326902256,2.7615301,41.55803744,NA,1,"AKT.FGFR"
"MDA-MB-231","AKT","FGFR","1","1",1,0,100,0.368007335,10,87.79944293,NA,1,"AKT.FGFR"
"MDA-MB-436","AKT","FGFR","1","1",0.274552265,2.9280441,90.39374839,0.178233959,3.6047608,77.28303191,NA,1,"AKT.FGFR"
"MDA-MB-468","AKT","FGFR","1","1",1,0,100,0.30506366,10,43.69956694,NA,1,"AKT.FGFR"
"NCI-H520","AKT","FGFR","3","3",0.069450068,3.4037957,68.08554204,0.349319928,1.4734397,37.47236707,NA,1,"AKT.FGFR"
"RT4","AKT","FGFR","3","3",0.901795991,0.6565343,7.43858466,1,0,100,NA,1,"AKT.FGFR"
"NCI-SNU-16","AKT","FGFR","0.01","3",0.00527697,3.9446063,31.61466819,1.132389324,10,86.59920979,NA,1,"AKT.FGFR"
"J82","BCL2_BCL2L1","FGFR","3","3",0.128753983,1.0266093,58.56859323,1.017638737,10,80.49959744,NA,1,"BCL2_BCL2L1.FGFR"
"MCF7","BCL2_BCL2L1","FGFR","3","3",2.527523849,0.7788233,0,0.042913776,2.9034541,76.2105408,NA,1,"BCL2_BCL2L1.FGFR"
"NCI-H1703","BCL2_BCL2L1","FGFR","3","3",1.696629794,1.1204084,0,3,0.6194019,38.40292944,NA,1,"BCL2_BCL2L1.FGFR"
"NCI-SNU-16","BCL2_BCL2L1","FGFR","0.01","3",0.004845681,4.1787408,28.3917496,0.404821543,0.7421282,79.0096177,NA,1,"BCL2_BCL2L1.FGFR"
"SW780","BCL2_BCL2L1","FGFR","3","3",0.600914439,0.4539231,0,0.105351647,0.7388066,43.01434954,NA,1,"BCL2_BCL2L1.FGFR"
"TCCSUP","BCL2_BCL2L1","FGFR","3","3",0.038736773,1.6108175,58.9379396,3,10,88.00007464,NA,1,"BCL2_BCL2L1.FGFR"
"VM-CUB-1","BCL2_BCL2L1","FGFR","3","3",1,0,100,0.315485908,10,63.90009295,NA,1,"BCL2_BCL2L1.FGFR"
